# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
8.0,0.0,0.573,0.049,0.012,1.0,0.366,0.0,0.0,0.11,0.468,0.25,0.0,0.576,0.402,0.333,0.0,0.0,0.0,18.0,0.0,3.4,0.402,46.0,NBA,338.0,C,2005-06,LAL,Andrew Bynum
66.0,0.0,0.569,0.063,0.007,0.993,0.354,0.007,0.333,0.149,0.683,0.393,0.0,0.66,0.561,0.408,0.0,0.0,0.0,19.0,1.0,3.4,0.558,82.0,NBA,1793.0,C,2006-07,LAL,Andrew Bynum
88.0,0.0,0.7,0.044,0.01,1.0,0.246,0.0,0.0,0.31,0.721,0.308,0.0,0.556,0.636,0.479,0.0,0.0,0.0,20.0,0.0,2.5,0.636,35.0,NBA,1008.0,C,2007-08,LAL,Andrew Bynum
100.0,0.0,0.522,0.102,0.034,1.0,0.343,0.0,0.0,0.209,0.687,0.431,0.176,0.637,0.56,0.442,0.0,0.0,0.0,21.0,0.0,4.2,0.56,50.0,NBA,1446.0,C,2008-09,LAL,Andrew Bynum
124.0,0.0,0.536,0.094,0.022,0.999,0.346,0.001,1.0,0.186,0.699,0.354,0.2,0.587,0.571,0.454,0.0,0.0,0.0,22.0,0.0,4.0,0.57,65.0,NBA,1977.0,C,2009-10,LAL,Andrew Bynum
77.0,0.0,0.496,0.058,0.0,1.0,0.446,0.0,0.0,0.199,0.746,0.292,0.0,0.574,0.574,0.418,0.0,0.0,0.0,23.0,0.0,3.9,0.574,54.0,NBA,1500.0,C,2010-11,LAL,Andrew Bynum
136.0,0.0,0.476,0.068,0.015,0.994,0.435,0.006,0.2,0.176,0.755,0.296,0.083,0.675,0.56,0.405,1.0,0.2,0.0,24.0,0.0,4.6,0.558,60.0,NBA,2112.0,C,2011-12,LAL,Andrew Bynum
12.0,0.0,0.316,0.213,0.067,1.0,0.404,0.0,0.0,0.058,0.521,0.375,0.467,0.479,0.418,0.352,0.0,0.0,0.0,26.0,0.0,7.1,0.418,26.0,NBA,516.0,C,2013-14,TOT,Andrew Bynum
11.0,0.0,0.3,0.227,0.069,1.0,0.404,0.0,0.0,0.059,0.508,0.37,0.5,0.482,0.419,0.366,0.0,0.0,0.0,26.0,0.0,7.3,0.419,24.0,NBA,480.0,C,2013-14,CLE,Andrew Bynum
1.0,0.0,0.455,0.091,0.045,1.0,0.409,0.0,0.0,0.045,0.6,0.5,0.0,0.444,0.409,0.222,0.0,0.0,0.0,26.0,0.0,5.0,0.409,2.0,NBA,36.0,C,2013-14,IND,Andrew Bynum
3.0,0.0,0.293,0.058,0.122,0.534,0.061,0.466,0.219,0.01,0.57,0.412,0.444,0.57,0.503,0.389,0.8,0.328,0.4,20.0,2.0,15.6,0.422,72.0,NBA,1090.0,PG,2006-07,LAL,Jordan Farmar
11.0,0.0,0.277,0.062,0.127,0.513,0.048,0.487,0.244,0.019,0.617,0.462,0.475,0.475,0.546,0.433,0.807,0.371,0.373,21.0,3.0,15.9,0.461,82.0,NBA,1690.0,PG,2007-08,LAL,Jordan Farmar
9.0,0.0,0.33,0.085,0.163,0.646,0.068,0.354,0.164,0.027,0.522,0.343,0.313,0.42,0.421,0.286,0.816,0.336,0.292,22.0,1.0,13.8,0.391,65.0,NBA,1192.0,PG,2008-09,LAL,Jordan Farmar
10.0,0.0,0.26,0.089,0.159,0.555,0.047,0.445,0.188,0.021,0.59,0.304,0.415,0.486,0.483,0.458,0.756,0.376,0.419,23.0,1.0,15.9,0.435,82.0,NBA,1474.0,PG,2009-10,LAL,Jordan Farmar
4.0,0.0,0.22,0.046,0.151,0.533,0.117,0.467,0.207,0.009,0.601,0.267,0.327,0.199,0.421,0.263,0.615,0.359,0.365,24.0,1.0,16.2,0.392,73.0,NBA,1796.0,PG,2010-11,NJN,Jordan Farmar
4.0,0.0,0.248,0.057,0.21,0.603,0.089,0.397,0.168,0.013,0.628,0.278,0.379,0.37,0.484,0.464,0.836,0.44,0.571,25.0,0.0,15.6,0.467,39.0,NBA,831.0,PG,2011-12,NJN,Jordan Farmar
2.0,0.0,0.212,0.082,0.176,0.56,0.091,0.44,0.188,0.005,0.455,0.267,0.438,0.259,0.397,0.303,0.643,0.438,0.5,27.0,0.0,16.6,0.415,41.0,NBA,912.0,PG,2013-14,LAL,Jordan Farmar
0.0,0.0,0.108,0.051,0.196,0.386,0.032,0.614,0.206,0.0,0.588,0.375,0.387,0.269,0.426,0.2,0.714,0.361,0.35,28.0,0.0,19.8,0.386,36.0,NBA,529.0,PG,2014-15,LAC,Jordan Farmar
0.0,0.0,0.2,0.09,0.16,0.55,0.1,0.45,0.244,0.0,0.55,0.333,0.563,0.192,0.473,0.3,0.438,0.356,0.364,29.0,0.0,15.8,0.42,12.0,NBA,291.0,PG,2015-16,MEM,Jordan Farmar
0.0,0.0,0.167,0.0,0.0,0.25,0.083,0.75,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.444,0.0,30.0,0.0,21.5,0.333,2.0,NBA,35.0,PG,2016-17,SAC,Jordan Farmar
4.0,0.0,0.567,0.1,0.1,1.0,0.233,0.0,0.0,0.133,0.588,0.667,0.667,0.6,0.5,0.143,0.0,0.0,0.0,23.0,0.0,5.4,0.5,23.0,NBA,161.0,C,2005-06,LAL,Ronny Turiaf
34.0,0.0,0.519,0.112,0.198,0.996,0.168,0.004,1.0,0.131,0.676,0.333,0.491,0.673,0.551,0.378,0.0,0.0,0.0,24.0,0.0,6.3,0.549,72.0,NBA,1087.0,C,2006-07,LAL,Ronny Turiaf
49.0,0.0,0.438,0.149,0.287,0.997,0.123,0.003,0.0,0.134,0.644,0.254,0.43,0.814,0.475,0.245,0.0,0.0,0.0,25.0,0.0,8.3,0.474,78.0,NBA,1458.0,C,2007-08,LAL,Ronny Turiaf
46.0,0.0,0.413,0.164,0.314,0.992,0.101,0.008,0.333,0.131,0.728,0.4,0.357,0.769,0.512,0.297,0.0,0.0,0.0,26.0,1.0,9.5,0.508,79.0,NBA,1696.0,C,2008-09,GSW,Ronny Turiaf
31.0,0.0,0.582,0.103,0.164,0.993,0.144,0.007,0.0,0.212,0.8,0.2,0.25,0.753,0.586,0.381,0.0,0.0,0.0,27.0,0.0,5.9,0.582,42.0,NBA,872.0,C,2009-10,GSW,Ronny Turiaf
31.0,0.0,0.669,0.049,0.074,1.0,0.209,0.0,0.0,0.209,0.761,0.125,0.25,0.748,0.632,0.471,0.0,0.0,0.0,28.0,0.0,4.2,0.632,64.0,NBA,1141.0,C,2010-11,NYK,Ronny Turiaf
5.0,0.0,0.576,0.091,0.03,0.97,0.273,0.03,0.0,0.152,0.789,0.667,0.0,0.684,0.594,0.222,0.0,0.0,0.0,29.0,1.0,6.5,0.576,17.0,NBA,279.0,C,2011-12,TOT,Ronny Turiaf
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,1.3,1.0,4.0,NBA,58.0,C,2011-12,WAS,Ronny Turiaf
4.0,0.0,0.533,0.1,0.033,0.967,0.3,0.033,0.0,0.133,0.75,0.667,0.0,0.625,0.552,0.222,0.0,0.0,0.0,29.0,1.0,7.0,0.533,13.0,NBA,221.0,C,2011-12,MIA,Ronny Turiaf
22.0,0.0,0.691,0.01,0.021,1.0,0.278,0.0,0.0,0.237,0.612,0.0,0.0,0.776,0.505,0.296,0.0,0.0,0.0,30.0,0.0,3.0,0.505,65.0,NBA,701.0,C,2012-13,LAC,Ronny Turiaf
26.0,0.0,0.748,0.028,0.019,1.0,0.206,0.0,0.0,0.271,0.713,0.333,0.5,0.672,0.598,0.227,0.0,0.0,0.0,31.0,0.0,2.8,0.598,31.0,NBA,606.0,C,2013-14,MIN,Ronny Turiaf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,NBA,19.0,C,2014-15,MIN,Ronny Turiaf
