# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
6.0,0.0,0.533,0.117,0.05,1.0,0.3,0.0,0.0,0.15,0.656,0.0,0.0,0.571,0.467,0.389,0.0,0.0,0.0,25.0,0.0,4.5,0.467,24.0,NBA,498.0,PF,2007-08,MIA,Joel Anthony
17.0,0.0,0.627,0.068,0.034,1.0,0.271,0.0,0.0,0.178,0.595,0.375,0.0,0.596,0.483,0.313,0.0,0.0,0.0,26.0,0.0,3.4,0.483,65.0,NBA,1048.0,C,2008-09,MIA,Joel Anthony
25.0,0.0,0.604,0.038,0.006,1.0,0.352,0.0,0.0,0.214,0.51,0.5,0.0,0.632,0.478,0.429,0.0,0.0,0.0,27.0,0.0,3.0,0.478,80.0,NBA,1322.0,C,2009-10,MIA,Joel Anthony
14.0,0.0,0.495,0.091,0.01,1.0,0.404,0.0,0.0,0.172,0.653,0.556,0.0,0.66,0.535,0.4,0.0,0.0,0.0,28.0,0.0,4.5,0.535,75.0,NBA,1463.0,C,2010-11,MIA,Joel Anthony
25.0,0.0,0.599,0.066,0.0,1.0,0.336,0.0,0.0,0.191,0.681,0.3,0.0,0.694,0.559,0.392,0.0,0.0,0.0,29.0,0.0,3.8,0.559,64.0,NBA,1349.0,C,2011-12,MIA,Joel Anthony
7.0,0.0,0.456,0.191,0.0,1.0,0.353,0.0,0.0,0.103,0.742,0.385,0.0,0.686,0.515,0.292,0.0,0.0,0.0,30.0,0.0,5.3,0.515,62.0,NBA,566.0,C,2012-13,MIA,Joel Anthony
0.0,0.0,0.281,0.281,0.063,1.0,0.375,0.0,0.0,0.0,0.444,0.333,0.0,0.583,0.375,0.417,0.0,0.0,0.0,31.0,0.0,7.1,0.375,33.0,NBA,186.0,C,2013-14,TOT,Joel Anthony
0.0,0.0,0.333,0.333,0.167,1.0,0.167,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.333,1.0,0.0,0.0,0.0,31.0,0.0,8.3,0.333,12.0,NBA,37.0,C,2013-14,MIA,Joel Anthony
0.0,0.0,0.269,0.269,0.038,1.0,0.423,0.0,0.0,0.0,0.429,0.429,0.0,0.6,0.385,0.364,0.0,0.0,0.0,31.0,0.0,6.8,0.385,21.0,NBA,149.0,C,2013-14,BOS,Joel Anthony
10.0,0.0,0.516,0.113,0.0,1.0,0.371,0.0,0.0,0.161,0.813,0.429,0.0,0.722,0.581,0.304,0.0,0.0,0.0,32.0,0.0,3.6,0.581,49.0,NBA,406.0,C,2014-15,DET,Joel Anthony
2.0,0.0,0.5,0.3,0.0,1.0,0.2,0.0,0.0,0.2,0.8,0.667,0.0,0.667,0.6,0.0,0.0,0.0,0.0,33.0,0.0,4.4,0.6,19.0,NBA,96.0,C,2015-16,DET,Joel Anthony
4.0,0.0,0.563,0.125,0.0,1.0,0.313,0.0,0.0,0.25,0.778,0.5,0.0,0.8,0.625,0.4,0.0,0.0,0.0,34.0,0.0,3.8,0.625,19.0,NBA,122.0,C,2016-17,SAS,Joel Anthony
0.0,0.0,0.277,0.079,0.182,0.604,0.066,0.396,0.191,0.0,0.471,0.286,0.434,0.151,0.424,0.366,0.861,0.439,0.447,21.0,4.0,15.2,0.43,72.0,NBA,1908.0,PG,2008-09,CHA,D.J. Augustin
0.0,0.0,0.283,0.076,0.172,0.591,0.06,0.409,0.208,0.0,0.415,0.364,0.32,0.286,0.381,0.423,0.829,0.393,0.459,22.0,5.0,15.6,0.386,80.0,NBA,1472.0,PG,2009-10,CHA,D.J. Augustin
0.0,0.0,0.312,0.045,0.187,0.652,0.109,0.348,0.12,0.0,0.545,0.372,0.447,0.236,0.461,0.279,0.676,0.333,0.375,23.0,7.0,14.3,0.416,82.0,NBA,2757.0,PG,2010-11,CHA,D.J. Augustin
0.0,0.0,0.294,0.064,0.148,0.632,0.127,0.368,0.134,0.0,0.49,0.323,0.403,0.23,0.396,0.21,0.623,0.341,0.375,24.0,2.0,14.4,0.376,48.0,NBA,1408.0,PG,2011-12,CHA,D.J. Augustin
0.0,0.0,0.153,0.044,0.082,0.354,0.075,0.646,0.242,0.0,0.511,0.231,0.333,0.222,0.346,0.091,0.866,0.353,0.435,25.0,3.0,19.6,0.35,76.0,NBA,1226.0,PG,2012-13,IND,D.J. Augustin
0.0,1.0,0.224,0.068,0.149,0.538,0.096,0.462,0.19,0.0,0.534,0.367,0.411,0.297,0.427,0.246,0.639,0.401,0.365,26.0,7.0,16.6,0.415,71.0,NBA,1939.0,PG,2013-14,TOT,D.J. Augustin
0.0,0.0,0.208,0.042,0.167,0.542,0.125,0.458,0.273,0.0,0.4,0.0,0.75,0.0,0.462,0.333,1.0,0.091,0.333,26.0,0.0,16.3,0.292,10.0,NBA,82.0,PG,2013-14,TOR,D.J. Augustin
0.0,1.0,0.225,0.069,0.148,0.537,0.095,0.463,0.187,0.0,0.538,0.375,0.398,0.308,0.426,0.242,0.636,0.411,0.367,26.0,7.0,16.6,0.419,61.0,NBA,1857.0,PG,2013-14,CHI,D.J. Augustin
0.0,0.0,0.25,0.057,0.104,0.62,0.209,0.38,0.179,0.0,0.599,0.324,0.343,0.154,0.436,0.319,0.59,0.337,0.386,27.0,6.0,13.7,0.399,82.0,NBA,1964.0,PG,2014-15,TOT,D.J. Augustin
0.0,0.0,0.282,0.054,0.113,0.675,0.226,0.325,0.14,0.0,0.615,0.28,0.346,0.129,0.45,0.337,0.49,0.327,0.286,27.0,4.0,12.7,0.41,54.0,NBA,1287.0,PG,2014-15,DET,D.J. Augustin
0.0,0.0,0.172,0.065,0.081,0.484,0.167,0.516,0.24,0.0,0.531,0.417,0.333,0.257,0.389,0.258,0.735,0.354,0.478,27.0,2.0,16.3,0.371,28.0,NBA,677.0,PG,2014-15,OKC,D.J. Augustin
