DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2009-04-19,27-150,UTA,AWAY,LAL,L (-13),1,39:01,11,16,0.688,0,0,,5,6,0.833,1,8,9,2,2,0,4,5,27,20.3,-5,Carlos Boozer
2009-04-21,27-152,UTA,AWAY,LAL,L (-10),1,39:53,8,18,0.444,0,0,,4,5,0.8,4,6,10,1,2,0,3,4,20,12.9,-9,Carlos Boozer
2009-04-23,27-154,UTA,HOME,LAL,W (+2),1,34:45,9,17,0.529,0,0,,5,6,0.833,5,17,22,2,1,1,2,4,23,22.4,-2,Carlos Boozer
2009-04-25,27-156,UTA,HOME,LAL,L (-14),1,41:50,7,13,0.538,0,0,,9,12,0.75,1,15,16,5,3,1,5,3,23,21.7,-13,Carlos Boozer
2009-04-27,27-158,UTA,AWAY,LAL,L (-11),1,30:04,3,8,0.375,0,0,,4,6,0.667,1,8,9,1,0,0,1,2,10,6.8,-11,Carlos Boozer
2010-04-17,28-148,UTA,AWAY,DEN,L (-13),1,41:24,9,16,0.563,0,0,,1,2,0.5,1,7,8,5,1,3,0,3,19,19.2,-15,Carlos Boozer
2010-04-19,28-150,UTA,AWAY,DEN,W (+3),1,40:51,10,16,0.625,0,0,,0,2,0.0,3,12,15,2,0,0,3,3,20,14.9,0,Carlos Boozer
2010-04-23,28-154,UTA,HOME,DEN,W (+12),1,37:34,6,18,0.333,0,0,,6,10,0.6,1,7,8,1,0,0,1,3,18,7.5,10,Carlos Boozer
2010-04-25,28-156,UTA,HOME,DEN,W (+11),1,40:20,13,19,0.684,0,0,,5,9,0.556,6,7,13,5,1,2,3,5,31,28.5,11,Carlos Boozer
2010-04-28,28-159,UTA,AWAY,DEN,L (-14),1,42:04,12,20,0.6,0,0,,1,1,1.0,3,13,16,2,0,1,3,4,25,19.3,-14,Carlos Boozer
2010-04-30,28-161,UTA,HOME,DEN,W (+8),1,45:14,10,14,0.714,0,0,,2,4,0.5,2,18,20,5,1,0,4,3,22,21.5,8,Carlos Boozer
2010-05-02,28-163,UTA,AWAY,LAL,L (-5),1,38:50,9,17,0.529,0,0,,0,0,,6,6,12,4,1,0,4,4,18,13.9,-7,Carlos Boozer
2010-05-04,28-165,UTA,AWAY,LAL,L (-8),1,37:12,9,21,0.429,0,0,,2,3,0.667,4,8,12,4,0,1,1,4,20,14.6,-13,Carlos Boozer
2010-05-08,28-169,UTA,HOME,LAL,L (-1),1,41:21,7,16,0.438,0,0,,0,2,0.0,6,8,14,2,0,0,1,3,14,10.6,1,Carlos Boozer
2010-05-10,28-171,UTA,HOME,LAL,L (-15),1,36:46,4,11,0.364,0,0,,2,2,1.0,1,13,14,0,0,0,4,6,10,2.1,-14,Carlos Boozer
2007-04-21,25-152,UTA,AWAY,HOU,L (-9),1,39:28,4,17,0.235,0,0,,3,6,0.5,4,8,12,1,1,0,4,3,11,1.2,-11,Carlos Boozer
2007-04-23,25-154,UTA,AWAY,HOU,L (-8),1,42:06,17,30,0.567,0,0,,7,9,0.778,3,9,12,6,0,0,1,4,41,32.4,-6,Carlos Boozer
2007-04-26,25-157,UTA,HOME,HOU,W (+14),1,34:55,10,18,0.556,0,0,,2,3,0.667,5,7,12,4,0,0,1,2,22,19.6,1,Carlos Boozer
2007-04-28,25-159,UTA,HOME,HOU,W (+13),1,32:57,7,16,0.438,0,0,,1,2,0.5,1,9,10,1,2,0,4,4,15,6.7,15,Carlos Boozer
2007-04-30,25-161,UTA,AWAY,HOU,L (-4),1,37:24,12,23,0.522,0,0,,2,3,0.667,0,8,8,4,3,0,2,1,26,20.1,-7,Carlos Boozer
2007-05-03,25-164,UTA,HOME,HOU,W (+12),1,39:05,9,16,0.563,0,0,,4,5,0.8,0,9,9,3,0,1,2,2,22,16.7,18,Carlos Boozer
2007-05-05,25-166,UTA,AWAY,HOU,W (+4),1,41:13,13,23,0.565,0,0,,9,12,0.75,4,10,14,5,1,1,4,2,35,29.1,-3,Carlos Boozer
2007-05-07,25-168,UTA,HOME,GSW,W (+4),1,41:40,6,15,0.4,0,0,,5,8,0.625,10,10,20,3,3,0,5,3,17,16.6,3,Carlos Boozer
2007-05-09,25-170,UTA,HOME,GSW,W (+10),1,42:06,9,14,0.643,0,0,,12,14,0.857,2,11,13,3,1,0,6,4,30,23.2,0,Carlos Boozer
2007-05-11,25-172,UTA,AWAY,GSW,L (-20),1,40:29,8,10,0.8,0,0,,3,4,0.75,3,8,11,5,1,0,3,3,19,19.6,-17,Carlos Boozer
2007-05-13,25-174,UTA,AWAY,GSW,W (+14),1,44:00,13,19,0.684,0,0,,8,11,0.727,1,11,12,2,1,1,3,3,34,27.6,13,Carlos Boozer
2007-05-15,25-176,UTA,HOME,GSW,W (+13),1,38:21,9,16,0.563,0,0,,3,5,0.6,4,10,14,2,0,0,5,1,21,14.4,11,Carlos Boozer
2007-05-20,25-181,UTA,AWAY,SAS,L (-8),1,36:51,7,17,0.412,0,0,,6,6,1.0,6,6,12,1,0,1,5,5,20,11.3,1,Carlos Boozer
2007-05-22,25-183,UTA,AWAY,SAS,L (-9),1,42:29,14,23,0.609,0,0,,5,7,0.714,4,11,15,3,2,0,1,3,33,29.7,0,Carlos Boozer
2007-05-26,25-187,UTA,HOME,SAS,W (+26),1,33:34,12,19,0.632,0,0,,3,4,0.75,4,8,12,2,2,0,1,4,27,24.1,12,Carlos Boozer
2007-05-28,25-189,UTA,HOME,SAS,L (-12),1,38:34,9,16,0.563,0,0,,0,0,,1,8,9,1,0,1,3,4,18,10.3,-3,Carlos Boozer
2007-05-30,25-191,UTA,AWAY,SAS,L (-25),1,28:47,3,10,0.3,0,0,,3,4,0.75,2,10,12,4,0,0,1,4,9,7.4,-22,Carlos Boozer
2008-04-19,26-151,UTA,AWAY,HOU,W (+11),1,35:48,10,20,0.5,0,0,,0,0,,6,10,16,3,0,0,3,4,20,14.7,-1,Carlos Boozer
2008-04-21,26-153,UTA,AWAY,HOU,W (+6),1,34:23,6,12,0.5,0,0,,1,2,0.5,2,5,7,2,0,0,2,4,13,7.3,0,Carlos Boozer
2008-04-24,26-156,UTA,HOME,HOU,L (-2),1,39:54,6,11,0.545,0,0,,3,8,0.375,4,9,13,2,1,1,3,4,15,11.7,2,Carlos Boozer
2008-04-26,26-158,UTA,HOME,HOU,W (+4),1,38:04,3,13,0.231,0,0,,8,8,1.0,1,13,14,2,0,1,2,2,14,10.0,1,Carlos Boozer
2008-04-29,26-161,UTA,AWAY,HOU,L (-26),1,35:14,8,18,0.444,0,0,,3,4,0.75,5,5,10,2,3,0,5,3,19,12.4,-15,Carlos Boozer
2008-05-02,26-164,UTA,HOME,HOU,W (+22),1,35:50,6,17,0.353,0,0,,3,4,0.75,4,6,10,5,0,0,1,2,15,11.4,20,Carlos Boozer
2008-05-04,26-166,UTA,AWAY,LAL,L (-11),1,36:50,6,14,0.429,0,0,,3,4,0.75,6,8,14,4,0,0,7,6,15,7.2,-6,Carlos Boozer
2008-05-07,26-169,UTA,AWAY,LAL,L (-10),1,24:25,3,10,0.3,0,0,,4,4,1.0,1,4,5,4,1,0,1,4,10,7.3,-3,Carlos Boozer
2008-05-09,26-171,UTA,HOME,LAL,W (+5),1,40:26,12,21,0.571,0,0,,3,7,0.429,4,16,20,3,0,0,3,4,27,20.6,-2,Carlos Boozer
2008-05-11,26-173,UTA,HOME,LAL,W (+8),1,43:23,5,15,0.333,0,0,,4,5,0.8,0,12,12,3,0,0,3,4,14,6.2,10,Carlos Boozer
2008-05-14,26-176,UTA,AWAY,LAL,L (-7),1,40:22,6,16,0.375,0,0,,6,8,0.75,6,6,12,2,0,0,3,4,18,11.2,-3,Carlos Boozer
