DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2017-04-16,21-128,WAS,HOME,ATL,W (+7),0,18:56,4,8,.500,1,3,.333,2,2,1.000,1,2,3,1,2,1,0,4,11,10.1,-16,Kelly Oubre Jr.
2017-04-19,21-131,WAS,HOME,ATL,W (+8),0,13:08,0,1,.000,0,0,,1,2,.500,0,1,1,0,1,1,0,4,1,0.3,-9,Kelly Oubre Jr.
2017-04-22,21-134,WAS,AWAY,ATL,L (-18),0,23:31,3,11,.273,3,7,.429,0,0,,2,3,5,1,2,0,2,6,9,3.1,-7,Kelly Oubre Jr.
2017-04-24,21-136,WAS,AWAY,ATL,L (-10),0,8:55,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,2,3,0,-4.0,-12,Kelly Oubre Jr.
2017-04-26,21-138,WAS,HOME,ATL,W (+4),0,12:59,2,4,.500,1,3,.333,0,0,,1,2,3,1,0,1,0,1,5,5.3,-1,Kelly Oubre Jr.
2017-04-28,21-140,WAS,AWAY,ATL,W (+16),0,20:57,1,4,.250,1,2,.500,2,2,1.000,0,1,1,1,5,0,0,3,5,7.4,-12,Kelly Oubre Jr.
2017-04-30,21-142,WAS,AWAY,BOS,L (-12),0,25:58,5,8,.625,2,4,.500,0,0,,0,1,1,0,0,2,1,3,12,7.9,-22,Kelly Oubre Jr.
2017-05-02,21-144,WAS,AWAY,BOS,L (-10),0,27:45,5,11,.455,2,4,.500,0,0,,3,4,7,0,0,0,0,5,12,7.6,-24,Kelly Oubre Jr.
2017-05-04,21-146,WAS,HOME,BOS,W (+27),0,5:10,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,2,2,-0.8,+3,Kelly Oubre Jr.
2017-05-07,21-149,WAS,HOME,BOS,W (+19),Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Kelly Oubre Jr.
2017-05-10,21-152,WAS,AWAY,BOS,L (-22),0,19:59,5,10,.500,1,5,.200,2,4,.500,2,1,3,0,0,0,0,4,13,7.3,-7,Kelly Oubre Jr.
2017-05-12,21-154,WAS,HOME,BOS,W (+1),0,6:51,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,3,0,-1.6,-5,Kelly Oubre Jr.
2017-05-15,21-157,WAS,AWAY,BOS,L (-10),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Kelly Oubre Jr.
2018-04-14,22-126,WAS,AWAY,TOR,L (-8),0,16:09,1,4,0.25,1,2,0.5,0,0,,0,5,5,1,1,0,2,3,3,0.6,-5,Kelly Oubre Jr.
2018-04-17,22-129,WAS,AWAY,TOR,L (-11),0,30:17,6,11,0.545,1,3,0.333,1,2,0.5,1,4,5,1,1,1,1,2,14,10.8,-1,Kelly Oubre Jr.
2018-04-20,22-132,WAS,HOME,TOR,W (+19),0,25:30,5,9,0.556,0,3,0.0,2,2,1.0,0,4,4,0,1,2,1,2,12,9.5,13,Kelly Oubre Jr.
2018-04-22,22-134,WAS,HOME,TOR,W (+8),0,23:53,2,6,0.333,0,1,0.0,6,7,0.857,0,5,5,2,2,0,1,2,10,9.3,5,Kelly Oubre Jr.
2018-04-25,22-137,WAS,AWAY,TOR,L (-10),0,25:55,3,11,0.273,1,7,0.143,7,7,1.0,0,1,1,0,1,0,0,3,14,7.6,-9,Kelly Oubre Jr.
2018-04-27,22-139,WAS,HOME,TOR,L (-10),1,26:26,1,7,0.143,1,3,0.333,0,0,,0,3,3,0,0,0,0,4,3,-2.2,1,Kelly Oubre Jr.
