SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2017-18,19.0,BRK,NBA,C,72.0,31.0,1441.0,5.8,9.9,0.589,0.1,0.4,0.333,5.7,9.5,0.599,2.8,3.7,0.776,3.6,6.1,9.7,1.2,0.7,2.2,2.0,3.7,14.7,Jarrett Allen
2018-19,20.0,BRK,NBA,C,80.0,80.0,2096.0,5.8,9.8,0.59,0.1,0.8,0.133,5.7,9.0,0.629,3.4,4.8,0.709,3.3,8.3,11.5,1.9,0.7,2.1,1.8,3.2,15.0,Jarrett Allen
2019-20,21.0,BRK,NBA,C,70.0,64.0,1852.0,5.9,9.0,0.649,0.0,0.1,0.0,5.9,8.9,0.658,3.3,5.2,0.633,4.2,8.8,13.0,2.1,0.8,1.8,1.5,3.1,15.1,Jarrett Allen
2020-21,22.0,TOT,NBA,C,63.0,45.0,1864.0,5.8,9.3,0.618,0.1,0.4,0.316,5.6,8.9,0.631,3.9,5.6,0.703,3.8,8.4,12.2,2.0,0.6,1.7,1.9,1.9,15.6,Jarrett Allen
2020-21,22.0,BRK,NBA,C,12.0,5.0,320.0,5.0,7.3,0.677,0.0,0.0,0.0,5.0,7.3,0.677,5.2,6.9,0.754,4.3,9.8,14.1,2.3,0.8,2.1,2.5,2.4,15.1,Jarrett Allen
2020-21,22.0,CLE,NBA,C,51.0,40.0,1544.0,5.9,9.7,0.609,0.1,0.4,0.316,5.8,9.3,0.623,3.7,5.3,0.69,3.7,8.1,11.8,2.0,0.6,1.7,1.8,1.7,15.7,Jarrett Allen
2021-22,23.0,CLE,NBA,C,56.0,56.0,1809.0,7.3,10.8,0.677,0.0,0.2,0.1,7.3,10.6,0.688,3.3,4.6,0.708,3.8,8.2,12.0,1.8,0.9,1.5,1.9,1.9,18.0,Jarrett Allen
2022-23,24.0,CLE,NBA,C,68.0,68.0,2220.0,6.5,10.2,0.644,0.0,0.2,0.1,6.5,10.0,0.653,2.6,3.6,0.733,3.6,7.2,10.8,1.8,0.9,1.4,1.5,2.5,15.7,Jarrett Allen
2015-16,22.0,DAL,NBA,SF,55.0,9.0,647.0,4.0,9.7,0.406,1.2,4.6,0.265,2.7,5.1,0.533,2.4,3.1,0.8,1.0,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,Justin Anderson
2016-17,23.0,TOT,NBA,SF,75.0,10.0,1228.0,5.5,12.9,0.424,1.7,5.7,0.299,3.8,7.2,0.522,3.0,3.8,0.791,2.0,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6,Justin Anderson
