SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2005-06,22.0,GSW,NBA,PF,69.0,14.0,1031.0,6.1,11.7,0.524,0.0,0.0,0.0,6.1,11.7,0.524,4.7,5.9,0.81,3.3,4.7,8.0,1.0,0.5,1.0,2.7,5.7,17.0,Ike Diogu
2006-07,23.0,TOT,NBA,PF,59.0,2.0,760.0,6.0,12.6,0.477,0.0,0.0,0.0,6.0,12.6,0.477,5.3,6.6,0.8,3.6,6.1,9.6,1.2,0.4,1.2,3.2,5.8,17.3,Ike Diogu
2006-07,23.0,GSW,NBA,PF,17.0,0.0,222.0,7.1,13.5,0.53,0.0,0.0,0.0,7.1,13.5,0.53,5.7,7.1,0.795,3.4,6.8,10.2,0.8,0.5,1.8,2.9,5.7,19.9,Ike Diogu
2006-07,23.0,IND,NBA,PF,42.0,2.0,538.0,5.6,12.2,0.454,0.0,0.0,0.0,5.6,12.2,0.454,5.2,6.4,0.802,3.6,5.8,9.4,1.3,0.3,1.0,3.3,5.8,16.3,Ike Diogu
2007-08,24.0,IND,NBA,PF,30.0,1.0,305.0,7.6,15.8,0.478,0.0,0.0,0.0,7.6,15.8,0.478,4.7,5.5,0.851,4.5,5.5,10.0,1.2,0.8,0.4,2.4,5.1,19.8,Ike Diogu
2008-09,25.0,TOT,NBA,PF,29.0,1.0,215.0,6.5,12.4,0.527,0.2,0.3,0.5,6.4,12.1,0.528,6.7,8.9,0.755,4.4,5.0,9.4,0.5,0.5,0.5,2.0,3.9,19.9,Ike Diogu
2008-09,25.0,POR,NBA,PF,19.0,0.0,73.0,3.0,9.4,0.316,0.0,0.0,0.0,3.0,9.4,0.316,7.4,9.9,0.75,5.9,2.5,8.4,0.0,0.5,1.0,3.0,4.4,13.3,Ike Diogu
2008-09,25.0,SAC,NBA,PF,10.0,1.0,142.0,8.4,13.9,0.6,0.3,0.5,0.5,8.1,13.4,0.604,6.3,8.4,0.758,3.5,6.3,9.9,0.8,0.5,0.3,1.5,3.5,23.3,Ike Diogu
2010-11,27.0,LAC,NBA,PF,36.0,0.0,470.0,6.4,11.3,0.561,0.0,0.0,0.0,6.4,11.3,0.561,3.1,4.7,0.661,3.1,5.7,8.8,0.2,0.2,0.2,1.7,5.5,15.9,Ike Diogu
2011-12,28.0,SAS,NBA,PF,2.0,0.0,14.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.1,5.1,1.0,0.0,2.6,2.6,0.0,0.0,0.0,2.6,2.6,5.1,Ike Diogu
2005-06,22.0,IND,NBA,SF,78.0,17.0,1765.0,4.5,9.7,0.462,0.6,1.9,0.323,3.9,7.9,0.496,2.3,3.0,0.777,2.7,5.2,7.8,1.8,1.2,1.3,1.6,4.3,12.0,Danny Granger
