SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2013-14,32.0,LAC,NBA,SG,55.0,869.0,7.1,0.477,0.446,0.125,1.6,8.2,5.0,8.3,1.3,1.0,10.6,16.3,-0.2,0.7,0.5,0.028,-3.1,-0.1,-3.2,-0.3,Willie Green
2014-15,33.0,ORL,NBA,SG,52.0,951.0,7.9,0.477,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13.0,17.6,-0.4,0.4,-0.1,-0.003,-3.2,-1.0,-4.2,-0.5,Willie Green
2003-04,22.0,PHI,NBA,SF,74.0,882.0,10.1,0.489,0.633,0.073,4.0,10.7,7.4,8.3,1.5,0.7,10.8,20.2,0.2,0.8,1.0,0.054,-0.2,-0.5,-0.7,0.3,Kyle Korver
2004-05,23.0,PHI,NBA,SF,82.0,2667.0,12.8,0.588,0.735,0.126,1.7,14.5,8.0,11.0,2.0,1.0,11.7,15.1,3.3,3.3,6.6,0.119,0.5,0.9,1.4,2.3,Kyle Korver
2005-06,24.0,PHI,NBA,SF,82.0,2563.0,12.3,0.577,0.576,0.156,1.2,11.1,6.2,10.2,1.3,0.8,10.8,16.2,3.2,1.3,4.6,0.086,0.3,-0.9,-0.6,0.9,Kyle Korver
2006-07,25.0,PHI,NBA,SF,74.0,2288.0,14.2,0.569,0.363,0.247,1.6,12.0,6.8,8.0,1.3,0.7,11.1,21.3,2.9,1.7,4.6,0.097,0.7,-0.7,-0.1,1.1,Kyle Korver
2007-08,26.0,TOT,NBA,"PF,SG",75.0,1732.0,12.8,0.585,0.515,0.226,1.5,10.5,6.0,8.8,1.3,1.4,10.6,18.3,2.7,1.5,4.2,0.116,0.4,-0.1,0.3,1.0,Kyle Korver
2007-08,26.0,PHI,NBA,PF,25.0,657.0,10.5,0.515,0.476,0.15,2.1,11.1,6.6,7.9,1.6,0.7,10.4,18.5,0.4,0.6,1.0,0.075,-1.2,0.1,-1.1,0.1,Kyle Korver
2007-08,26.0,UTA,NBA,SG,50.0,1075.0,14.2,0.629,0.54,0.276,1.0,10.1,5.6,9.3,1.1,1.7,10.7,18.2,2.3,0.9,3.2,0.141,1.4,-0.2,1.2,0.9,Kyle Korver
2008-09,27.0,UTA,NBA,SF,78.0,1874.0,12.1,0.572,0.477,0.227,2.2,14.2,8.2,11.1,1.3,1.3,12.8,16.9,1.9,1.8,3.7,0.095,0.0,0.1,0.1,1.0,Kyle Korver
2009-10,28.0,UTA,NBA,SG,52.0,952.0,13.9,0.62,0.393,0.175,1.3,12.2,6.9,13.9,1.4,1.0,12.2,16.2,1.6,1.0,2.6,0.13,1.0,0.3,1.4,0.8,Kyle Korver
2010-11,29.0,CHI,NBA,SG,82.0,1649.0,13.0,0.572,0.519,0.156,0.9,9.5,5.3,12.1,1.1,0.9,9.2,18.3,2.7,2.4,5.1,0.149,0.4,0.7,1.1,1.3,Kyle Korver
2011-12,30.0,CHI,NBA,SG,65.0,1469.0,13.6,0.6,0.658,0.16,2.0,9.9,6.0,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,0.172,1.1,1.2,2.2,1.6,Kyle Korver
2012-13,31.0,ATL,NBA,SF,74.0,2259.0,13.9,0.637,0.689,0.13,1.2,13.5,7.4,9.9,1.6,1.3,9.9,14.5,4.0,2.5,6.4,0.137,1.1,0.7,1.8,2.2,Kyle Korver
2013-14,32.0,ATL,NBA,SG,71.0,2408.0,13.5,0.653,0.644,0.154,1.1,12.4,6.8,13.3,1.5,0.8,13.6,14.2,3.9,2.0,5.9,0.118,0.9,0.2,1.1,1.9,Kyle Korver
2014-15,33.0,ATL,NBA,SG,75.0,2418.0,14.8,0.699,0.748,0.197,0.7,13.3,7.2,12.1,1.1,1.5,14.1,14.4,5.0,2.4,7.5,0.148,2.4,0.4,2.8,3.0,Kyle Korver
2015-16,34.0,ATL,NBA,SG,80.0,2401.0,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,1.2,2.9,4.1,0.082,-1.5,0.6,-1.0,0.6,Kyle Korver
2016-17,35.0,TOT,NBA,SG,67.0,1753.0,12.1,0.635,0.697,0.082,0.5,11.0,5.8,9.4,1.0,1.0,11.5,15.2,2.3,1.3,3.7,0.1,0.5,-0.5,0.0,0.9,Kyle Korver
2016-17,35.0,ATL,NBA,SG,32.0,894.0,10.8,0.591,0.646,0.11,0.0,10.8,5.5,12.6,1.3,1.2,13.4,14.5,0.7,1.0,1.6,0.088,-0.9,0.6,-0.4,0.4,Kyle Korver
2016-17,35.0,CLE,NBA,SG,35.0,859.0,13.5,0.677,0.743,0.056,0.9,11.2,6.2,6.1,0.6,0.8,9.5,15.8,1.6,0.4,2.0,0.114,1.9,-1.6,0.3,0.5,Kyle Korver
2017-18,36.0,CLE,NBA,SG,73.0,1574.0,13.4,0.652,0.777,0.149,0.7,10.9,5.9,8.0,1.0,1.5,9.6,16.0,2.8,0.6,3.4,0.104,1.5,-1.2,0.2,0.9,Kyle Korver
2018-19,37.0,TOT,NBA,"PF,SG",70.0,1334.0,11.2,0.582,0.72,0.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1.0,1.3,2.3,0.082,-0.2,-0.3,-0.5,0.5,Kyle Korver
2018-19,37.0,CLE,NBA,PF,16.0,251.0,11.3,0.65,0.711,0.211,0.0,13.4,6.4,10.1,0.6,0.7,17.0,17.4,0.2,0.0,0.2,0.043,0.6,-1.3,-0.7,0.1,Kyle Korver
2018-19,37.0,UTA,NBA,SG,54.0,1083.0,11.2,0.569,0.722,0.14,0.9,12.2,6.7,8.6,1.0,0.7,8.9,18.7,0.8,1.3,2.0,0.091,-0.4,0.0,-0.4,0.4,Kyle Korver
2019-20,38.0,MIL,NBA,SF,58.0,960.0,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5,Kyle Korver
