DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2014-10-29,22-125,UTA,HOME,HOU,L (-11),0,20:07,1,1,1.000,0,0,,0,0,,1,2,3,0,1,0,1,3,2,1.8,-10,Rudy Gobert
2014-10-30,22-126,UTA,AWAY,DAL,L (-18),0,12:30,2,3,.667,0,0,,1,1,1.000,5,3,8,1,0,0,3,2,5,5.0,-13,Rudy Gobert
2014-11-01,22-128,UTA,HOME,PHO,W (+27),0,17:37,1,3,.333,0,0,,4,4,1.000,3,5,8,0,0,1,0,1,6,8.2,+15,Rudy Gobert
2014-11-03,22-130,UTA,AWAY,LAC,L (-6),0,15:25,2,3,.667,0,0,,0,0,,1,3,4,1,0,1,1,0,4,4.7,-9,Rudy Gobert
2014-11-05,22-132,UTA,HOME,CLE,W (+2),0,13:04,3,5,.600,0,0,,1,2,.500,2,2,4,0,0,3,1,0,7,7.4,-5,Rudy Gobert
2014-11-07,22-134,UTA,HOME,DAL,L (-23),0,23:31,3,4,.750,0,0,,2,4,.500,1,2,3,3,2,4,2,2,8,11.0,-8,Rudy Gobert
2014-11-09,22-136,UTA,AWAY,DET,W (+1),0,12:38,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.0,+7,Rudy Gobert
2014-11-10,22-137,UTA,AWAY,IND,L (-11),0,13:11,0,1,.000,0,0,,3,4,.750,1,4,5,0,0,1,1,3,3,2.3,-9,Rudy Gobert
2014-11-12,22-139,UTA,AWAY,ATL,L (-3),0,11:58,1,2,.500,0,1,.000,1,1,1.000,1,2,3,0,1,3,1,0,3,5.4,+7,Rudy Gobert
2014-11-14,22-141,UTA,AWAY,NYK,W (+2),0,16:45,0,2,.000,0,0,,4,6,.667,1,3,4,1,0,2,0,3,4,4.3,-13,Rudy Gobert
2014-11-15,22-142,UTA,AWAY,TOR,L (-18),0,17:59,3,5,.600,0,0,,2,3,.667,4,4,8,0,0,1,1,3,8,7.8,-12,Rudy Gobert
2014-11-18,22-145,UTA,HOME,OKC,W (+17),0,16:23,2,2,1.000,0,0,,2,2,1.000,1,4,5,0,1,0,0,1,6,7.9,+23,Rudy Gobert
2014-11-21,22-148,UTA,AWAY,GSW,L (-13),0,17:39,6,7,.857,0,0,,0,1,.000,3,2,5,1,2,2,2,3,12,12.7,+11,Rudy Gobert
2014-11-22,22-149,UTA,HOME,NOP,L (-12),0,14:20,2,2,1.000,0,0,,1,2,.500,2,5,7,0,1,2,1,3,5,7.1,-7,Rudy Gobert
2014-11-24,22-151,UTA,HOME,CHI,L (-2),0,13:32,1,3,.333,0,0,,0,0,,0,1,1,0,1,2,1,2,2,1.2,-4,Rudy Gobert
2014-11-26,22-153,UTA,AWAY,OKC,L (-15),0,12:30,0,0,,0,0,,0,0,,2,4,6,0,0,1,2,1,0,0.9,-11,Rudy Gobert
2014-11-29,22-156,UTA,HOME,LAC,L (-16),0,20:10,2,4,.500,0,0,,0,0,,1,4,5,1,0,2,0,1,4,5.6,+10,Rudy Gobert
2014-12-01,22-158,UTA,HOME,DEN,L (-2),0,24:26,3,7,.429,0,0,,3,6,.500,3,4,7,1,0,1,0,1,9,8.4,+5,Rudy Gobert
2014-12-03,22-160,UTA,HOME,TOR,L (-19),0,12:37,2,2,1.000,0,0,,2,2,1.000,4,3,7,0,0,3,0,4,6,9.6,-9,Rudy Gobert
