DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2014-11-13,24-124,PHI,AWAY,DAL,L (-53),0,12:58,1,4,.250,0,1,.000,0,0,,1,4,5,0,0,0,0,1,2,1.1,-9,Drew Gordon
2014-11-14,24-125,PHI,AWAY,HOU,L (-1),0,12:41,1,2,.500,0,0,,0,0,,2,1,3,2,1,0,3,0,2,2.1,+3,Drew Gordon
2014-11-17,24-128,PHI,AWAY,SAS,L (-25),0,2:47,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,1,0,3,1.3,-3,Drew Gordon
2014-11-19,24-130,PHI,HOME,BOS,L (-11),0,11:05,1,3,.333,0,0,,0,0,,3,2,5,0,0,0,1,2,2,1.2,-5,Drew Gordon
2014-11-21,24-132,PHI,HOME,PHO,L (-26),0,10:13,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,0,1,1,4,1.6,-9,Drew Gordon
2014-11-22,24-133,PHI,AWAY,NYK,L (-8),0,2:47,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Drew Gordon
2014-11-24,24-135,PHI,HOME,POR,L (-10),0,6:38,2,4,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,4,0.6,-8,Drew Gordon
2014-11-26,24-137,PHI,HOME,BRK,L (-8),0,1:44,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,0,Drew Gordon
2014-12-01,24-142,PHI,HOME,SAS,L (-6),0,10:18,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,2,0,-1.5,-3,Drew Gordon
