DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2022-10-19,21-162,HOU,AWAY,ATL,L (-10),0,15:06,4,6,.667,0,0,,0,0,,3,4,7,0,0,0,0,1,8,8.3,-1,Tari Eason
2022-10-21,21-164,HOU,HOME,MEM,L (-7),0,19:31,2,6,.333,1,2,.500,1,1,1.000,1,6,7,1,0,1,0,1,6,6.1,+11,Tari Eason
2022-10-22,21-165,HOU,AWAY,MIL,L (-20),0,18:49,4,9,.444,3,4,.750,0,0,,0,2,2,1,1,3,1,3,11,8.5,-7,Tari Eason
2022-10-24,21-167,HOU,HOME,UTA,W (+6),0,18:45,4,12,.333,0,2,.000,3,4,.750,5,4,9,0,3,0,1,3,11,9.3,+7,Tari Eason
2022-10-26,21-169,HOU,AWAY,UTA,L (-8),0,23:10,1,7,.143,1,4,.250,0,0,,3,3,6,1,1,0,0,4,3,1.6,-11,Tari Eason
2022-10-28,21-171,HOU,AWAY,POR,L (-14),0,15:18,2,4,.500,0,0,,0,0,,1,2,3,0,1,0,0,1,4,3.9,-1,Tari Eason
2022-10-30,21-173,HOU,AWAY,PHO,L (-15),0,11:50,4,4,1.000,1,1,1.000,0,0,,2,0,2,1,1,0,1,4,9,8.3,-4,Tari Eason
2022-10-31,21-174,HOU,AWAY,LAC,L (-2),0,11:50,2,7,.286,0,1,.000,2,2,1.000,1,0,1,0,1,0,1,1,6,2.2,-3,Tari Eason
2022-11-02,21-176,HOU,HOME,LAC,L (-8),0,18:09,3,7,.429,0,1,.000,0,0,,3,4,7,2,1,3,2,2,6,7.3,-4,Tari Eason
2022-11-05,21-179,HOU,AWAY,MIN,L (-12),0,23:59,6,8,.750,2,2,1.000,3,5,.600,3,3,6,2,1,0,1,3,17,16.2,+2,Tari Eason
2022-11-07,21-181,HOU,AWAY,ORL,W (+7),0,19:43,3,7,.429,2,3,.667,0,0,,2,4,6,0,2,0,1,3,8,6.7,+13,Tari Eason
2022-11-09,21-183,HOU,AWAY,TOR,L (-7),0,21:25,5,15,.333,0,2,.000,4,5,.800,4,2,6,5,5,0,2,2,14,14.2,+9,Tari Eason
2022-11-12,21-186,HOU,AWAY,NOP,L (-13),0,21:03,1,4,.250,1,3,.333,2,2,1.000,0,2,2,3,3,0,1,3,5,6.1,+6,Tari Eason
2022-11-14,21-188,HOU,HOME,LAC,L (-16),0,14:44,4,7,.571,1,3,.333,0,0,,2,1,3,0,2,0,0,1,9,9.0,-7,Tari Eason
2022-11-16,21-190,HOU,AWAY,DAL,W (+9),0,17:52,3,5,.600,0,1,.000,2,2,1.000,1,6,7,0,0,1,2,3,8,5.7,+12,Tari Eason
2022-11-18,21-192,HOU,HOME,IND,L (-8),0,18:53,1,9,.111,0,1,.000,2,2,1.000,3,3,6,0,0,0,2,2,4,-1.7,-12,Tari Eason
2022-11-20,21-194,HOU,HOME,GSW,L (-7),0,22:40,8,14,.571,1,5,.200,2,2,1.000,2,6,8,1,3,0,0,1,19,18.9,+6,Tari Eason
2022-11-25,21-199,HOU,HOME,ATL,W (+6),0,18:30,2,9,.222,0,1,.000,2,2,1.000,4,3,7,0,1,0,0,2,6,4.4,+4,Tari Eason
2022-11-26,21-200,HOU,HOME,OKC,W (+13),0,16:35,3,8,.375,1,1,1.000,0,0,,1,5,6,0,2,0,2,2,7,4.0,-10,Tari Eason
2022-11-28,21-202,HOU,AWAY,DEN,L (-16),0,18:57,2,6,.333,1,3,.333,1,2,.500,1,2,3,0,1,0,1,1,6,3.1,-12,Tari Eason
2022-11-30,21-204,HOU,AWAY,DEN,L (-20),0,13:59,0,5,.000,0,4,.000,4,4,1.000,2,3,5,2,1,1,0,2,4,5.1,-8,Tari Eason
2022-12-02,21-206,HOU,AWAY,PHO,W (+1),0,17:34,4,8,.500,0,0,,1,1,1.000,3,2,5,0,0,0,1,4,9,5.1,+6,Tari Eason
2022-12-03,21-207,HOU,AWAY,GSW,L (-19),0,29:08,6,10,.600,0,0,,1,2,.500,3,7,10,1,0,0,0,1,13,12.5,+10,Tari Eason
2022-12-05,21-209,HOU,HOME,PHI,W (+9),0,20:47,7,11,.636,2,3,.667,2,2,1.000,3,3,6,0,3,1,0,1,18,19.4,0,Tari Eason
2022-12-08,21-212,HOU,AWAY,SAS,L (-9),0,22:57,3,4,.750,2,3,.667,0,0,,3,3,6,2,0,1,1,2,8,9.7,+7,Tari Eason
2022-12-11,21-215,HOU,HOME,MIL,W (+5),0,13:06,0,2,.000,0,0,,0,0,,0,1,1,0,2,0,0,3,0,-0.3,-8,Tari Eason
2022-12-13,21-217,HOU,HOME,PHO,W (+14),0,18:45,3,8,.375,0,3,.000,4,4,1.000,3,4,7,0,1,2,3,2,10,7.5,+1,Tari Eason
2022-12-15,21-219,HOU,HOME,MIA,L (-3),0,15:42,2,7,.286,1,2,.500,0,0,,1,4,5,1,0,1,1,3,5,2.0,+4,Tari Eason
2022-12-17,21-221,HOU,HOME,POR,L (-12),0,23:11,6,14,.429,1,3,.333,0,0,,3,3,6,1,0,0,1,3,13,7.1,+4,Tari Eason
2022-12-19,21-223,HOU,HOME,SAS,L (-19),0,23:45,3,5,.600,1,2,.500,4,6,.667,1,3,4,0,1,0,1,1,11,9.1,-3,Tari Eason
2022-12-21,21-225,HOU,HOME,ORL,L (-6),0,20:33,2,4,.500,2,3,.667,3,4,.750,0,3,3,1,0,0,2,4,9,4.6,-15,Tari Eason
