SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2008-09,27.0,TOR,NBA,PG,6.0,0.0,6.7,1.0,3.0,0.333,0.2,0.8,0.2,0.8,2.2,0.385,0.361,0.2,0.5,0.333,0.2,0.3,0.5,1.0,0.2,0.0,0.5,0.8,2.3,Marcus Banks
2009-10,28.0,TOR,NBA,PG,22.0,0.0,11.1,1.8,3.3,0.534,0.3,1.1,0.292,1.5,2.2,0.653,0.582,1.1,1.3,0.828,0.1,0.9,1.0,1.2,0.5,0.1,0.9,1.4,5.0,Marcus Banks
2010-11,29.0,TOR,NBA,PG,3.0,0.0,7.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.0,2.7,0.75,0.0,0.3,0.3,1.0,0.3,0.0,0.7,1.3,2.0,Marcus Banks
2003-04,23.0,BOS,NBA,PF,36.0,12.0,11.3,1.5,3.2,0.457,0.0,0.1,0.0,1.5,3.1,0.469,0.457,0.5,1.2,0.442,1.4,1.9,3.3,0.5,0.4,0.0,0.6,1.1,3.5,Brandon Hunter
2004-05,24.0,ORL,NBA,PF,31.0,0.0,7.2,1.2,2.4,0.507,0.0,0.0,0.0,1.2,2.4,0.507,0.507,0.7,1.3,0.538,0.8,1.4,2.2,0.1,0.1,0.2,0.7,1.4,3.1,Brandon Hunter
2003-04,19.0,BOS,NBA,C,10.0,0.0,3.5,0.8,1.5,0.533,0.0,0.0,0.0,0.8,1.5,0.533,0.533,0.6,0.9,0.667,0.5,0.9,1.4,0.3,0.0,0.2,0.5,0.6,2.2,Kendrick Perkins
2004-05,20.0,BOS,NBA,C,60.0,3.0,9.1,0.9,2.0,0.471,0.0,0.0,0.0,0.9,2.0,0.471,0.471,0.6,1.0,0.638,0.9,2.1,2.9,0.4,0.2,0.6,0.7,1.6,2.5,Kendrick Perkins
2005-06,21.0,BOS,NBA,C,68.0,40.0,19.6,2.0,3.9,0.515,0.0,0.0,0.0,2.0,3.9,0.519,0.515,1.2,1.9,0.615,2.1,3.9,5.9,1.0,0.3,1.5,1.6,2.9,5.2,Kendrick Perkins
2006-07,22.0,BOS,NBA,C,72.0,53.0,21.9,1.8,3.7,0.491,0.0,0.0,0.0,1.8,3.7,0.496,0.491,0.8,1.4,0.6,1.6,3.6,5.2,1.3,0.3,1.3,1.6,3.0,4.5,Kendrick Perkins
2007-08,23.0,BOS,NBA,C,78.0,78.0,24.5,2.7,4.5,0.615,0.0,0.0,0.0,2.7,4.4,0.617,0.615,1.5,2.3,0.623,1.9,4.2,6.1,1.1,0.4,1.5,1.6,3.1,6.9,Kendrick Perkins
2008-09,24.0,BOS,NBA,C,76.0,76.0,29.6,3.6,6.3,0.577,0.0,0.0,0.0,3.6,6.3,0.58,0.577,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3,8.5,Kendrick Perkins
2009-10,25.0,BOS,NBA,C,78.0,78.0,27.6,4.0,6.7,0.602,0.0,0.0,0.0,4.0,6.7,0.605,0.602,2.1,3.6,0.582,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1,Kendrick Perkins
2010-11,26.0,TOT,NBA,C,29.0,24.0,25.6,2.3,4.5,0.515,0.0,0.0,0.0,2.3,4.5,0.515,0.515,1.4,2.5,0.556,2.1,5.9,8.0,0.9,0.3,0.9,1.9,3.1,6.0,Kendrick Perkins
2010-11,26.0,BOS,NBA,C,12.0,7.0,26.1,2.7,4.9,0.542,0.0,0.0,0.0,2.7,4.9,0.542,0.542,1.9,3.3,0.575,1.9,6.2,8.1,0.8,0.2,0.8,2.1,3.1,7.3,Kendrick Perkins
2010-11,26.0,OKC,NBA,C,17.0,17.0,25.2,2.1,4.2,0.493,0.0,0.0,0.0,2.1,4.2,0.493,0.493,1.0,1.9,0.531,2.3,5.6,7.9,0.9,0.4,0.9,1.8,3.2,5.1,Kendrick Perkins
2011-12,27.0,OKC,NBA,C,65.0,65.0,26.8,2.0,4.0,0.489,0.0,0.0,0.0,2.0,4.0,0.489,0.489,1.1,1.7,0.652,1.8,4.7,6.6,1.2,0.4,1.1,1.8,2.9,5.1,Kendrick Perkins
2012-13,28.0,OKC,NBA,C,78.0,78.0,25.1,1.8,4.0,0.457,0.0,0.0,0.0,1.8,4.0,0.458,0.457,0.6,0.9,0.611,1.4,4.6,6.0,1.4,0.6,1.1,1.4,2.9,4.2,Kendrick Perkins
2013-14,29.0,OKC,NBA,C,62.0,62.0,19.5,1.4,3.1,0.451,0.0,0.0,0.0,1.4,3.1,0.453,0.451,0.6,1.1,0.552,1.3,3.6,4.9,1.1,0.4,0.5,1.5,2.9,3.4,Kendrick Perkins
2014-15,30.0,TOT,NBA,C,68.0,3.0,16.9,1.5,3.3,0.449,0.0,0.0,0.0,1.5,3.3,0.451,0.449,0.6,1.2,0.506,1.3,3.4,4.7,0.8,0.2,0.6,1.4,2.4,3.6,Kendrick Perkins
2014-15,30.0,OKC,NBA,C,51.0,3.0,19.2,1.6,3.6,0.441,0.0,0.0,0.0,1.6,3.6,0.443,0.441,0.7,1.5,0.507,1.6,3.9,5.5,0.8,0.3,0.7,1.5,2.6,4.0,Kendrick Perkins
2014-15,30.0,CLE,NBA,C,17.0,0.0,9.8,1.2,2.4,0.488,0.0,0.0,0.0,1.2,2.4,0.488,0.488,0.2,0.5,0.5,0.6,1.8,2.4,0.5,0.1,0.2,1.2,1.6,2.6,Kendrick Perkins
2015-16,31.0,NOP,NBA,C,37.0,5.0,14.6,1.1,2.0,0.533,0.0,0.0,0.0,1.1,2.0,0.533,0.533,0.3,0.7,0.44,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5,Kendrick Perkins
2017-18,33.0,CLE,NBA,C,1.0,0.0,15.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,Kendrick Perkins
