SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2010-11,20.0,LAC,NBA,SF,81.0,14.0,17.9,2.0,5.0,0.394,0.6,1.8,0.315,1.4,3.2,0.437,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6,Al-Farouq Aminu
2011-12,21.0,NOH,NBA,SF,66.0,21.0,22.4,2.3,5.5,0.411,0.2,0.7,0.277,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1.0,0.9,0.5,1.4,2.1,6.0,Al-Farouq Aminu
2012-13,22.0,NOH,NBA,SF,76.0,71.0,27.2,3.0,6.2,0.475,0.1,0.3,0.211,2.9,6.0,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,Al-Farouq Aminu
2013-14,23.0,NOP,NBA,SF,80.0,65.0,25.6,2.9,6.2,0.474,0.2,0.6,0.271,2.8,5.6,0.496,0.487,1.1,1.7,0.664,1.6,4.6,6.2,1.4,1.0,0.5,1.1,1.8,7.2,Al-Farouq Aminu
2014-15,24.0,DAL,NBA,SF,74.0,3.0,18.5,2.0,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,Al-Farouq Aminu
2015-16,25.0,POR,NBA,SF,82.0,82.0,28.5,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,Al-Farouq Aminu
2016-17,26.0,POR,NBA,PF,61.0,25.0,29.1,3.0,7.6,0.393,1.1,3.5,0.33,1.9,4.2,0.445,0.468,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,Al-Farouq Aminu
2017-18,27.0,POR,NBA,PF,69.0,67.0,30.0,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2.0,9.3,Al-Farouq Aminu
2018-19,28.0,POR,NBA,PF,81.0,81.0,28.3,3.2,7.3,0.433,1.2,3.5,0.343,2.0,3.9,0.514,0.514,1.9,2.1,0.867,1.4,6.1,7.5,1.3,0.8,0.4,0.9,1.8,9.4,Al-Farouq Aminu
2019-20,29.0,ORL,NBA,PF,18.0,2.0,21.1,1.4,4.8,0.291,0.5,2.0,0.25,0.9,2.8,0.32,0.343,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3,Al-Farouq Aminu
2020-21,30.0,TOT,NBA,PF,23.0,14.0,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1.0,0.818,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4,Al-Farouq Aminu
2020-21,30.0,ORL,NBA,PF,17.0,14.0,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1.0,0.824,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3,5.5,Al-Farouq Aminu
2020-21,30.0,CHI,NBA,PF,6.0,0.0,11.2,0.3,1.7,0.2,0.2,1.0,0.167,0.2,0.7,0.25,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0.0,0.5,1.2,1.5,Al-Farouq Aminu
2017-18,23.0,CHI,NBA,PG,24.0,0.0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.0,Ryan Arcidiacono
2018-19,24.0,CHI,NBA,PG,81.0,32.0,24.2,2.3,5.2,0.447,1.0,2.7,0.373,1.3,2.5,0.527,0.544,1.1,1.3,0.873,0.3,2.4,2.7,3.3,0.8,0.0,0.8,2.1,6.7,Ryan Arcidiacono
2019-20,25.0,CHI,NBA,PG,58.0,4.0,16.0,1.6,3.8,0.409,0.9,2.4,0.391,0.6,1.4,0.439,0.532,0.5,0.7,0.711,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5,Ryan Arcidiacono
2020-21,26.0,CHI,NBA,PG,44.0,0.0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,Ryan Arcidiacono
2021-22,27.0,NYK,NBA,PG,10.0,0.0,7.6,0.6,1.2,0.5,0.4,0.9,0.444,0.2,0.3,0.667,0.667,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6,Ryan Arcidiacono
2022-23,28.0,TOT,NBA,PG,20.0,4.0,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0.0,0.0,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,0.9,1.3,Ryan Arcidiacono
2022-23,28.0,NYK,NBA,PG,11.0,0.0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3,Ryan Arcidiacono
2022-23,28.0,POR,NBA,PG,9.0,4.0,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0.0,0.0,0.0,0.0,1.2,1.2,2.3,0.3,0.0,0.7,1.6,2.6,Ryan Arcidiacono
2018-19,19.0,WAS,NBA,SF,52.0,10.0,14.0,1.9,4.5,0.415,0.4,1.3,0.319,1.4,3.2,0.455,0.462,0.6,0.9,0.681,0.7,2.1,2.8,1.5,0.4,0.1,0.6,1.1,4.8,Troy Brown Jr.
2019-20,20.0,WAS,NBA,SF,69.0,22.0,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4,Troy Brown Jr.
2020-21,21.0,TOT,NBA,SF,34.0,0.0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7,Troy Brown Jr.
2020-21,21.0,WAS,NBA,SF,21.0,0.0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2.0,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3,Troy Brown Jr.
