SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2011-12,22.0,PHI,NBA,PF,41.0,15.0,624.0,4.6,9.6,0.473,0.0,0.0,0.0,4.6,9.6,0.473,0.6,0.8,0.786,2.7,7.2,9.9,2.0,0.7,1.0,1.2,4.2,9.7,Lavoy Allen
2012-13,23.0,PHI,NBA,C,79.0,37.0,1669.0,4.4,9.8,0.454,0.0,0.0,0.0,4.4,9.8,0.455,0.9,1.3,0.717,3.4,5.1,8.5,1.6,0.5,1.2,1.2,3.9,9.8,Lavoy Allen
2013-14,24.0,TOT,NBA,PF,65.0,2.0,1072.0,4.5,10.1,0.447,0.1,0.4,0.154,4.4,9.6,0.46,1.1,1.7,0.66,4.0,6.4,10.4,2.4,0.8,1.1,1.5,4.2,10.2,Lavoy Allen
2013-14,24.0,PHI,NBA,PF,51.0,2.0,960.0,4.4,10.0,0.44,0.1,0.5,0.154,4.3,9.5,0.455,1.0,1.5,0.675,4.0,6.4,10.4,2.4,0.8,1.0,1.5,4.3,9.9,Lavoy Allen
2013-14,24.0,IND,NBA,PF,14.0,0.0,112.0,5.5,10.9,0.5,0.0,0.0,0.0,5.5,10.9,0.5,1.9,3.2,0.6,4.2,6.8,10.9,1.9,0.6,1.9,1.3,3.5,12.9,Lavoy Allen
2014-15,25.0,IND,NBA,C,63.0,0.0,1070.0,4.7,10.1,0.472,0.0,0.0,0.0,4.7,10.1,0.472,1.1,1.6,0.702,4.1,6.7,10.9,2.5,0.5,1.4,1.3,3.4,10.6,Lavoy Allen
2015-16,26.0,IND,NBA,PF,79.0,28.0,1599.0,4.3,8.3,0.516,0.0,0.0,0.0,4.3,8.3,0.516,1.0,1.6,0.63,3.6,5.9,9.5,1.7,0.6,0.9,1.6,3.3,9.6,Lavoy Allen
2016-17,27.0,IND,NBA,PF,61.0,5.0,871.0,3.2,6.9,0.458,0.0,0.0,0.0,3.2,6.9,0.461,1.0,1.4,0.697,4.3,4.7,9.1,2.4,0.7,1.0,1.2,3.2,7.3,Lavoy Allen
2007-08,23.0,HOU,NBA,PG,51.0,0.0,608.0,5.5,13.3,0.413,2.1,6.5,0.33,3.4,6.9,0.491,2.5,2.9,0.857,0.8,2.5,3.3,5.2,0.8,0.3,2.6,4.1,15.6,Aaron Brooks
2008-09,24.0,HOU,NBA,PG,80.0,35.0,1998.0,5.7,14.1,0.404,2.0,5.6,0.366,3.7,8.5,0.428,2.7,3.1,0.866,0.6,2.2,2.8,4.3,0.8,0.1,2.3,2.7,16.1,Aaron Brooks
2009-10,25.0,HOU,NBA,PG,82.0,82.0,2919.0,7.1,16.4,0.432,2.6,6.5,0.398,4.5,9.9,0.454,3.0,3.7,0.822,0.7,2.0,2.7,5.4,0.9,0.2,2.9,2.5,19.8,Aaron Brooks
2010-11,26.0,TOT,NBA,PG,59.0,12.0,1284.0,6.2,16.5,0.375,2.0,6.6,0.297,4.2,9.8,0.427,3.5,3.9,0.886,0.6,1.6,2.2,6.5,1.0,0.1,2.8,3.2,17.8,Aaron Brooks
2010-11,26.0,HOU,NBA,PG,34.0,7.0,811.0,5.9,17.2,0.346,2.1,7.5,0.284,3.8,9.7,0.394,3.5,3.7,0.94,0.5,1.8,2.3,5.7,0.9,0.1,2.4,3.1,17.5,Aaron Brooks
2010-11,26.0,PHO,NBA,PG,25.0,5.0,473.0,6.5,15.2,0.43,1.7,5.1,0.328,4.9,10.1,0.481,3.5,4.3,0.807,0.7,1.4,2.1,7.9,1.0,0.1,3.3,3.5,18.3,Aaron Brooks
2012-13,28.0,TOT,NBA,PG,53.0,20.0,997.0,5.2,11.4,0.453,1.8,4.8,0.373,3.4,6.6,0.511,1.4,1.9,0.769,0.5,2.4,2.9,4.1,1.1,0.4,2.4,3.4,13.6,Aaron Brooks
2012-13,28.0,SAC,NBA,PG,46.0,20.0,959.0,5.2,11.4,0.459,1.8,4.8,0.378,3.4,6.6,0.517,1.5,2.0,0.769,0.5,2.5,2.9,4.1,1.1,0.3,2.4,3.3,13.7,Aaron Brooks
2012-13,28.0,HOU,NBA,PG,7.0,0.0,38.0,3.8,12.3,0.308,1.9,6.6,0.286,1.9,5.7,0.333,0.0,0.0,0.0,0.9,0.9,1.9,5.7,0.9,2.8,3.8,4.7,9.5,Aaron Brooks
2013-14,29.0,TOT,NBA,PG,72.0,12.0,1557.0,5.4,13.4,0.401,2.2,5.7,0.387,3.2,7.7,0.411,1.9,2.2,0.874,1.0,2.2,3.2,5.4,1.2,0.3,2.7,3.4,14.9,Aaron Brooks
2013-14,29.0,HOU,NBA,PG,43.0,0.0,716.0,5.2,13.2,0.395,2.7,6.6,0.409,2.5,6.6,0.382,1.9,2.2,0.841,1.2,2.0,3.1,4.2,1.3,0.3,2.6,3.8,15.0,Aaron Brooks
2013-14,29.0,DEN,NBA,PG,29.0,12.0,841.0,5.5,13.6,0.406,1.8,5.0,0.362,3.7,8.6,0.431,2.0,2.2,0.902,0.9,2.5,3.3,6.4,1.2,0.3,2.8,3.0,14.8,Aaron Brooks
2014-15,30.0,CHI,NBA,PG,82.0,21.0,1885.0,6.6,15.6,0.421,2.3,6.0,0.387,4.3,9.6,0.442,2.8,3.3,0.833,0.6,2.6,3.2,5.0,1.0,0.3,3.0,3.6,18.2,Aaron Brooks
2015-16,31.0,CHI,NBA,PG,69.0,0.0,1108.0,6.1,15.2,0.401,2.1,6.0,0.357,4.0,9.2,0.43,1.6,2.1,0.766,0.7,2.6,3.3,5.8,1.0,0.3,2.7,4.3,16.0,Aaron Brooks
2016-17,32.0,IND,NBA,PG,65.0,0.0,894.0,4.9,12.1,0.403,1.9,5.2,0.375,2.9,6.9,0.424,1.3,1.6,0.8,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0,Aaron Brooks
2017-18,33.0,MIN,NBA,PG,32.0,1.0,189.0,5.3,13.1,0.406,2.1,5.9,0.355,3.2,7.2,0.447,1.5,2.1,0.727,1.3,1.9,3.2,3.8,1.1,0.0,2.1,5.3,14.3,Aaron Brooks
2015-16,24.0,IND,NBA,PF,1.0,0.0,6.0,12.0,12.0,1.0,0.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0,Rakeem Christmas
