SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2003-04,19.0,DEN,NBA,SF,82.0,82.0,2995.0,7.5,17.6,0.426,0.8,2.6,0.322,6.7,15.0,0.444,4.9,6.3,0.777,2.2,3.8,6.0,2.7,1.2,0.5,3.0,2.7,20.7,Carmelo Anthony
2004-05,20.0,DEN,NBA,SF,75.0,75.0,2608.0,7.3,17.0,0.431,0.6,2.2,0.266,6.7,14.8,0.455,6.3,7.9,0.796,1.9,3.9,5.9,2.7,0.9,0.4,3.1,3.2,21.5,Carmelo Anthony
2005-06,21.0,DEN,NBA,SF,80.0,80.0,2941.0,9.3,19.2,0.481,0.5,1.9,0.243,8.8,17.4,0.506,7.0,8.7,0.808,1.5,3.3,4.8,2.6,1.1,0.5,2.7,2.8,26.0,Carmelo Anthony
2006-07,22.0,DEN,NBA,SF,65.0,65.0,2486.0,10.0,21.0,0.476,0.6,2.2,0.268,9.4,18.9,0.499,6.6,8.2,0.808,2.1,3.6,5.7,3.6,1.1,0.3,3.4,2.9,27.2,Carmelo Anthony
2007-08,23.0,DEN,NBA,SF,77.0,77.0,2806.0,9.3,19.0,0.492,0.7,2.1,0.354,8.6,16.9,0.509,6.0,7.6,0.786,2.3,5.0,7.3,3.3,1.3,0.5,3.2,3.2,25.4,Carmelo Anthony
2008-09,24.0,DEN,NBA,SF,66.0,66.0,2277.0,8.5,19.1,0.443,1.0,2.7,0.371,7.5,16.4,0.455,5.9,7.4,0.793,1.7,5.4,7.1,3.5,1.2,0.4,3.1,3.1,23.8,Carmelo Anthony
2009-10,25.0,DEN,NBA,SF,69.0,69.0,2634.0,9.4,20.5,0.458,0.8,2.6,0.316,8.6,18.0,0.478,6.9,8.4,0.83,2.1,4.1,6.2,3.0,1.2,0.4,2.9,3.1,26.6,Carmelo Anthony
2010-11,26.0,TOT,NBA,SF,77.0,77.0,2751.0,9.0,19.7,0.455,1.2,3.3,0.378,7.7,16.4,0.47,6.6,7.9,0.838,1.5,5.8,7.4,2.9,0.9,0.6,2.7,2.9,25.8,Carmelo Anthony
2010-11,26.0,DEN,NBA,SF,50.0,50.0,1774.0,8.9,19.6,0.452,0.9,2.6,0.333,8.0,17.1,0.47,7.0,8.5,0.823,1.6,6.2,7.8,2.8,0.9,0.6,2.9,2.7,25.5,Carmelo Anthony
2010-11,26.0,NYK,NBA,SF,27.0,27.0,977.0,9.1,19.8,0.461,2.0,4.6,0.424,7.1,15.1,0.472,6.0,6.9,0.872,1.5,5.2,6.7,3.0,0.9,0.6,2.4,3.3,26.2,Carmelo Anthony
2011-12,27.0,NYK,NBA,SF,55.0,55.0,1876.0,8.5,19.7,0.43,1.3,3.9,0.335,7.2,15.8,0.454,5.7,7.0,0.804,1.7,4.9,6.6,3.8,1.2,0.5,2.8,3.0,23.9,Carmelo Anthony
2012-13,28.0,NYK,NBA,PF,67.0,67.0,2482.0,9.7,21.6,0.449,2.3,6.0,0.379,7.4,15.6,0.476,6.2,7.4,0.83,1.9,4.7,6.7,2.5,0.8,0.5,2.5,3.0,27.8,Carmelo Anthony
2013-14,29.0,NYK,NBA,PF,77.0,77.0,2982.0,9.0,19.8,0.452,2.0,5.0,0.402,7.0,14.8,0.469,5.5,6.5,0.848,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5,Carmelo Anthony
2014-15,30.0,NYK,NBA,SF,40.0,40.0,1428.0,9.0,20.3,0.444,1.5,4.5,0.341,7.5,15.8,0.474,4.8,6.0,0.797,1.8,4.8,6.7,3.1,1.0,0.4,2.2,2.2,24.4,Carmelo Anthony
2015-16,31.0,NYK,NBA,SF,72.0,72.0,2530.0,8.1,18.6,0.434,1.5,4.4,0.339,6.6,14.2,0.463,4.8,5.7,0.829,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4,Carmelo Anthony
2016-17,32.0,NYK,NBA,SF,74.0,74.0,2538.0,8.5,19.7,0.433,2.1,6.0,0.359,6.4,13.7,0.466,4.3,5.2,0.833,0.9,5.3,6.2,3.0,0.9,0.5,2.2,2.8,23.5,Carmelo Anthony
2017-18,33.0,OKC,NBA,PF,78.0,78.0,2501.0,6.8,16.8,0.404,2.4,6.8,0.357,4.4,10.0,0.437,2.1,2.8,0.767,1.0,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2,Carmelo Anthony
2018-19,34.0,HOU,NBA,PF,10.0,2.0,294.0,6.0,14.8,0.405,2.6,7.8,0.328,3.4,7.0,0.491,1.8,2.7,0.682,1.1,5.5,6.6,0.6,0.5,0.9,1.0,3.9,16.4,Carmelo Anthony
2019-20,35.0,POR,NBA,PF,58.0,58.0,1902.0,6.4,14.8,0.43,1.6,4.3,0.385,4.7,10.5,0.448,2.6,3.0,0.845,1.3,5.6,7.0,1.6,0.9,0.5,1.9,3.2,16.9,Carmelo Anthony
2020-21,36.0,POR,NBA,PF,69.0,3.0,1690.0,7.0,16.6,0.421,2.8,6.9,0.409,4.1,9.6,0.429,2.9,3.3,0.89,0.7,3.9,4.6,2.2,1.0,0.8,1.3,3.1,19.7,Carmelo Anthony
2021-22,37.0,LAL,NBA,PF,69.0,3.0,1793.0,6.4,14.5,0.441,3.0,8.0,0.375,3.4,6.5,0.521,2.7,3.2,0.83,1.2,4.5,5.8,1.4,0.9,1.0,1.2,3.3,18.5,Carmelo Anthony
2003-04,27.0,DEN,NBA,C,62.0,14.0,875.0,3.9,8.2,0.472,0.0,0.0,0.0,3.9,8.1,0.475,1.2,1.9,0.667,2.7,5.7,8.4,1.3,1.4,1.6,1.4,6.0,9.0,Francisco Elson
2004-05,28.0,DEN,NBA,C,67.0,11.0,939.0,3.9,8.3,0.468,0.0,0.1,0.333,3.8,8.2,0.469,1.7,3.0,0.57,2.3,5.4,7.7,1.3,1.3,1.6,1.5,4.9,9.5,Francisco Elson
2005-06,29.0,DEN,NBA,C,72.0,54.0,1579.0,3.4,6.5,0.532,0.0,0.1,0.2,3.4,6.4,0.538,1.1,1.7,0.662,2.3,5.5,7.7,1.1,1.2,1.0,1.5,4.8,8.0,Francisco Elson
2006-07,30.0,SAS,NBA,C,70.0,41.0,1332.0,3.9,7.6,0.511,0.0,0.1,0.0,3.9,7.6,0.514,1.7,2.2,0.775,2.2,6.9,9.1,1.5,0.8,1.6,2.3,5.0,9.5,Francisco Elson
2007-08,31.0,TOT,NBA,C,63.0,5.0,813.0,4.1,10.5,0.39,0.0,0.0,0.0,4.1,10.4,0.391,1.2,1.6,0.703,2.2,6.6,8.9,1.1,0.7,0.9,2.1,4.3,9.3,Francisco Elson
2007-08,31.0,SAS,NBA,C,41.0,3.0,534.0,4.2,10.0,0.419,0.0,0.0,0.0,4.2,10.0,0.419,1.3,1.6,0.833,2.2,6.9,9.1,1.1,0.6,0.9,2.0,4.2,9.7,Francisco Elson
2007-08,31.0,SEA,NBA,C,22.0,2.0,279.0,3.9,11.4,0.341,0.0,0.1,0.0,3.9,11.2,0.345,0.8,1.7,0.462,2.2,6.2,8.4,1.0,0.8,0.8,2.2,4.4,8.5,Francisco Elson
2008-09,32.0,MIL,NBA,C,59.0,23.0,977.0,3.1,6.2,0.491,0.0,0.1,0.25,3.0,6.1,0.497,1.2,1.4,0.846,3.7,4.8,8.4,1.2,1.3,1.3,1.8,5.3,7.4,Francisco Elson
