2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
51.0,0.415,123.0,24.0,0.414,58.0,23.0,32.0,4.0,47.0,75.0,0.414,181.0,33.0,0.805,41.0,36.0,7.0,NBA,564.0,23.0,48.0,SF,207.0,2005-06,11.0,CHA,32.0,70.0,0.481,Alan Anderson
32.0,0.525,61.0,5.0,0.25,20.0,24.0,21.0,0.0,21.0,37.0,0.457,81.0,19.0,0.826,23.0,17.0,0.0,NBA,256.0,11.0,33.0,SG,98.0,2006-07,7.0,CHA,22.0,32.0,0.488,Alan Anderson
31.0,0.383,81.0,24.0,0.393,61.0,29.0,26.0,3.0,26.0,55.0,0.387,142.0,29.0,0.853,34.0,17.0,12.0,NBA,461.0,8.0,35.0,SF,163.0,2011-12,5.0,TOR,25.0,34.0,0.472,Alan Anderson
141.0,0.426,331.0,95.0,0.333,285.0,30.0,103.0,7.0,114.0,236.0,0.383,616.0,126.0,0.857,147.0,65.0,2.0,NBA,1495.0,34.0,131.0,SF,693.0,2012-13,48.0,TOR,80.0,148.0,0.46,Alan Anderson
110.0,0.464,237.0,84.0,0.339,248.0,31.0,81.0,11.0,135.0,194.0,0.4,485.0,92.0,0.78,118.0,78.0,26.0,NBA,1773.0,40.0,147.0,SF,564.0,2013-14,48.0,BRK,62.0,175.0,0.487,Alan Anderson
122.0,0.53,230.0,73.0,0.348,210.0,32.0,83.0,5.0,173.0,195.0,0.443,440.0,82.0,0.812,101.0,74.0,19.0,NBA,1744.0,31.0,148.0,SG,545.0,2014-15,56.0,BRK,60.0,204.0,0.526,Alan Anderson
9.0,0.409,22.0,12.0,0.324,37.0,33.0,14.0,1.0,26.0,21.0,0.356,59.0,11.0,0.733,15.0,13.0,0.0,NBA,192.0,1.0,25.0,SG,65.0,2015-16,4.0,WAS,2.0,27.0,0.458,Alan Anderson
16.0,0.444,36.0,14.0,0.318,44.0,34.0,11.0,0.0,21.0,30.0,0.375,80.0,12.0,0.75,16.0,30.0,0.0,NBA,308.0,3.0,35.0,SF,86.0,2016-17,3.0,LAC,7.0,24.0,0.463,Alan Anderson
248.0,0.405,612.0,97.0,0.358,271.0,21.0,446.0,8.0,188.0,345.0,0.391,883.0,161.0,0.725,222.0,80.0,54.0,NBA,2406.0,77.0,181.0,PG,948.0,2005-06,102.0,CHA,182.0,265.0,0.446,Raymond Felton
290.0,0.407,712.0,103.0,0.33,312.0,22.0,545.0,10.0,216.0,393.0,0.384,1024.0,204.0,0.797,256.0,78.0,75.0,NBA,2832.0,51.0,180.0,PG,1093.0,2006-07,118.0,CHA,230.0,267.0,0.434,Raymond Felton
356.0,0.447,797.0,56.0,0.28,200.0,23.0,583.0,12.0,199.0,412.0,0.413,997.0,260.0,0.8,325.0,79.0,79.0,NBA,2972.0,37.0,184.0,PG,1140.0,2007-08,96.0,CHA,213.0,236.0,0.441,Raymond Felton
383.0,0.437,876.0,59.0,0.285,207.0,24.0,553.0,30.0,256.0,442.0,0.408,1083.0,219.0,0.805,272.0,82.0,81.0,NBA,3086.0,54.0,191.0,PG,1162.0,2008-09,126.0,CHA,228.0,310.0,0.435,Raymond Felton
328.0,0.475,690.0,60.0,0.385,156.0,25.0,446.0,22.0,235.0,388.0,0.459,846.0,132.0,0.763,173.0,80.0,80.0,NBA,2643.0,53.0,172.0,PG,968.0,2009-10,123.0,CHA,168.0,288.0,0.494,Raymond Felton
311.0,0.46,676.0,116.0,0.353,329.0,26.0,625.0,11.0,221.0,427.0,0.425,1005.0,194.0,0.805,241.0,75.0,54.0,NBA,2737.0,48.0,150.0,"PG,SG",1164.0,2010-11,125.0,TOT,221.0,269.0,0.483,Raymond Felton
251.0,0.471,533.0,88.0,0.328,268.0,26.0,488.0,11.0,154.0,339.0,0.423,801.0,157.0,0.867,181.0,54.0,54.0,NBA,2074.0,40.0,113.0,PG,923.0,2010-11,97.0,NYK,176.0,194.0,0.478,Raymond Felton
60.0,0.42,143.0,28.0,0.459,61.0,26.0,137.0,0.0,67.0,88.0,0.431,204.0,37.0,0.617,60.0,21.0,0.0,NBA,663.0,8.0,37.0,SG,241.0,2010-11,28.0,DEN,45.0,75.0,0.5,Raymond Felton
199.0,0.453,439.0,62.0,0.305,203.0,27.0,390.0,10.0,122.0,261.0,0.407,642.0,100.0,0.806,124.0,60.0,56.0,NBA,1906.0,27.0,122.0,PG,684.0,2011-12,78.0,POR,170.0,149.0,0.455,Raymond Felton
284.0,0.455,624.0,93.0,0.36,258.0,28.0,372.0,14.0,143.0,377.0,0.427,882.0,101.0,0.789,128.0,68.0,68.0,NBA,2313.0,51.0,130.0,PG,948.0,2012-13,94.0,NYK,155.0,194.0,0.48,Raymond Felton
178.0,0.431,413.0,62.0,0.318,195.0,29.0,365.0,27.0,143.0,240.0,0.395,608.0,88.0,0.721,122.0,65.0,65.0,NBA,2017.0,54.0,157.0,PG,630.0,2013-14,78.0,NYK,129.0,197.0,0.446,Raymond Felton
