SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,21.0,TOR,NBA,PF,65.0,2.0,1629.0,5.9,13.8,0.427,2.2,5.9,0.373,3.7,7.9,0.468,2.6,3.1,0.824,1.1,4.5,5.6,1.1,0.7,1.2,2.4,4.0,16.6,Andrea Bargnani
2007-08,22.0,TOR,NBA,PF,78.0,53.0,1861.0,5.4,14.0,0.386,1.7,5.0,0.345,3.7,9.0,0.409,2.7,3.3,0.84,1.0,4.6,5.6,1.7,0.4,0.7,1.7,4.1,15.3,Andrea Bargnani
2008-09,23.0,TOR,NBA,PF,78.0,59.0,2453.0,6.3,14.1,0.45,1.7,4.3,0.409,4.6,9.8,0.468,3.2,3.9,0.831,1.0,5.1,6.1,1.4,0.5,1.4,2.0,3.6,17.6,Andrea Bargnani
2009-10,24.0,TOR,NBA,PF,80.0,80.0,2799.0,6.9,14.7,0.47,1.6,4.2,0.372,5.4,10.5,0.509,2.3,3.0,0.774,1.4,5.0,6.3,1.2,0.3,1.4,1.5,2.8,17.7,Andrea Bargnani
2010-11,25.0,TOR,NBA,C,66.0,66.0,2353.0,8.0,17.9,0.448,1.2,3.4,0.345,6.9,14.5,0.472,4.4,5.4,0.82,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.6,Andrea Bargnani
2011-12,26.0,TOR,NBA,C,31.0,31.0,1032.0,7.3,16.9,0.432,1.2,4.0,0.296,6.1,12.9,0.474,5.3,6.0,0.873,0.8,5.2,6.0,2.1,0.6,0.5,2.4,1.8,21.0,Andrea Bargnani
2012-13,27.0,TOR,NBA,PF,35.0,25.0,1003.0,6.1,15.3,0.399,1.4,4.4,0.309,4.7,10.9,0.436,2.3,2.8,0.844,0.9,3.7,4.6,1.4,0.8,0.8,1.9,2.3,15.9,Andrea Bargnani
2013-14,28.0,NYK,NBA,C,42.0,39.0,1257.0,6.4,14.4,0.442,0.9,3.1,0.278,5.5,11.3,0.487,2.4,2.9,0.824,2.0,4.4,6.4,1.3,0.4,1.5,1.7,2.9,16.0,Andrea Bargnani
2014-15,29.0,NYK,NBA,C,29.0,22.0,785.0,7.5,16.6,0.454,0.7,1.9,0.366,6.8,14.7,0.466,4.0,4.9,0.813,1.5,4.4,5.8,2.1,0.1,1.2,1.9,2.4,19.7,Andrea Bargnani
2015-16,30.0,BRK,NBA,C,46.0,0.0,634.0,7.2,15.8,0.455,0.2,0.9,0.188,7.0,14.9,0.471,2.7,3.2,0.825,1.6,3.9,5.5,1.0,0.2,0.5,1.5,3.5,17.3,Andrea Bargnani
2014-15,25.0,BRK,NBA,SF,78.0,28.0,1854.0,5.1,11.2,0.453,1.8,5.0,0.355,3.3,6.2,0.531,1.7,2.1,0.821,1.0,3.2,4.1,1.3,0.7,0.2,1.5,2.0,13.6,Bojan Bogdanović
2015-16,26.0,BRK,NBA,SF,79.0,39.0,2115.0,5.5,12.7,0.433,2.2,5.8,0.382,3.3,7.0,0.474,1.9,2.2,0.833,0.6,3.7,4.3,1.7,0.5,0.1,2.0,2.0,15.1,Bojan Bogdanović
2016-17,27.0,TOT,NBA,SF,81.0,54.0,2083.0,6.5,14.6,0.445,2.5,6.8,0.367,4.0,7.8,0.512,3.8,4.2,0.893,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2,Bojan Bogdanović
2016-17,27.0,BRK,NBA,SF,55.0,54.0,1482.0,6.5,14.8,0.44,2.4,6.7,0.357,4.1,8.1,0.509,3.5,4.1,0.874,0.6,4.2,4.8,2.2,0.6,0.1,2.3,2.4,19.0,Bojan Bogdanović
2016-17,27.0,WAS,NBA,SF,26.0,0.0,601.0,6.4,14.0,0.457,2.7,6.9,0.391,3.7,7.1,0.521,4.3,4.6,0.934,0.8,4.0,4.8,1.3,0.6,0.2,2.3,2.8,19.8,Bojan Bogdanović
2017-18,28.0,IND,NBA,SF,80.0,80.0,2464.0,5.9,12.4,0.474,2.3,5.6,0.402,3.6,6.8,0.534,2.6,3.0,0.868,0.4,3.5,3.9,1.7,0.8,0.1,1.5,1.9,16.7,Bojan Bogdanović
2018-19,29.0,IND,NBA,SF,81.0,81.0,2573.0,7.3,14.7,0.497,2.3,5.4,0.425,5.0,9.3,0.538,3.4,4.3,0.807,0.5,4.2,4.7,2.3,1.0,0.0,1.9,1.9,20.3,Bojan Bogdanović
