SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2012-13,24.0,HOU,NBA,PG,41.0,0.0,713.0,4.0,9.5,0.418,1.8,4.8,0.375,2.2,4.7,0.462,1.7,2.1,0.829,2.3,3.2,5.5,5.9,1.9,1.1,2.2,4.2,11.5,Patrick Beverley
2013-14,25.0,HOU,NBA,PG,56.0,55.0,1751.0,4.1,9.9,0.414,1.9,5.2,0.361,2.2,4.6,0.473,1.7,2.1,0.814,1.5,2.5,4.0,3.1,1.6,0.5,1.4,3.6,11.8,Patrick Beverley
2014-15,26.0,HOU,NBA,PG,56.0,55.0,1727.0,4.3,11.1,0.383,2.4,6.7,0.356,1.9,4.4,0.426,0.9,1.3,0.75,1.4,3.5,4.9,4.0,1.2,0.5,1.7,3.8,11.8,Patrick Beverley
2015-16,27.0,HOU,NBA,PG,71.0,63.0,2041.0,4.6,10.5,0.434,2.2,5.5,0.4,2.4,5.0,0.472,1.1,1.6,0.682,1.3,3.1,4.4,4.2,1.7,0.5,1.6,4.1,12.3,Patrick Beverley
2016-17,28.0,HOU,NBA,SG,67.0,67.0,2058.0,4.0,9.5,0.42,1.9,5.0,0.382,2.1,4.5,0.463,1.3,1.7,0.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2,Patrick Beverley
2017-18,29.0,LAC,NBA,SG,11.0,11.0,334.0,5.2,12.8,0.403,2.6,6.5,0.4,2.6,6.4,0.407,1.5,1.8,0.824,1.7,3.1,4.9,3.4,2.0,0.5,2.7,3.7,14.4,Patrick Beverley
2018-19,30.0,LAC,NBA,PG,78.0,49.0,2137.0,3.3,8.0,0.407,1.9,4.8,0.397,1.4,3.3,0.421,1.6,2.1,0.78,1.3,5.3,6.5,5.1,1.1,0.7,1.4,4.5,10.0,Patrick Beverley
2019-20,31.0,LAC,NBA,PG,51.0,50.0,1342.0,3.9,9.1,0.431,2.1,5.5,0.388,1.8,3.6,0.496,0.8,1.3,0.66,1.5,5.6,7.1,4.9,1.4,0.7,1.8,4.2,10.9,Patrick Beverley
2020-21,32.0,LAC,NBA,PG,37.0,34.0,832.0,4.0,9.5,0.423,2.4,6.1,0.397,1.6,3.4,0.468,1.6,1.9,0.8,1.3,3.9,5.1,3.3,1.3,1.2,1.5,4.7,12.0,Patrick Beverley
2021-22,33.0,MIN,NBA,PG,58.0,54.0,1476.0,4.3,10.6,0.406,2.0,5.9,0.343,2.3,4.7,0.485,2.3,3.2,0.722,1.5,4.3,5.9,6.5,1.6,1.3,1.8,4.2,13.0,Patrick Beverley
2022-23,34.0,TOT,NBA,"PG,SG",67.0,67.0,1816.0,2.9,7.1,0.4,1.6,4.7,0.335,1.3,2.4,0.529,0.9,1.3,0.723,0.9,4.0,4.9,3.8,1.2,0.8,1.2,3.7,8.2,Patrick Beverley
2022-23,34.0,LAL,NBA,SG,45.0,45.0,1211.0,2.9,7.2,0.402,1.6,4.7,0.348,1.2,2.5,0.506,1.2,1.5,0.78,0.7,3.4,4.2,3.5,1.2,0.7,1.2,3.7,8.6,Patrick Beverley
2022-23,34.0,CHI,NBA,PG,22.0,22.0,605.0,2.8,7.1,0.395,1.5,4.8,0.309,1.3,2.3,0.579,0.5,0.9,0.533,1.2,5.2,6.4,4.5,1.4,1.0,1.1,3.7,7.6,Patrick Beverley
2019-20,22.0,LAC,NBA,SG,18.0,1.0,159.0,5.2,12.2,0.426,1.4,4.3,0.316,3.8,7.9,0.486,1.4,2.5,0.545,0.9,2.7,3.6,3.2,1.1,0.5,1.8,4.5,13.1,Amir Coffey
