2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
241.0,0.505,477.0,0.0,0.0,2.0,21.0,24.0,73.0,168.0,241.0,0.503,479.0,83.0,0.722,115.0,63.0,22.0,NBA,1392.0,144.0,186.0,C,565.0,2006-07,22.0,POR,43.0,312.0,0.503,LaMarcus Aldridge
560.0,0.486,1153.0,1.0,0.143,7.0,22.0,122.0,94.0,358.0,561.0,0.484,1160.0,227.0,0.762,298.0,76.0,76.0,NBA,2649.0,220.0,240.0,PF,1350.0,2007-08,55.0,POR,126.0,578.0,0.484,LaMarcus Aldridge
594.0,0.489,1215.0,7.0,0.25,28.0,23.0,157.0,77.0,371.0,601.0,0.484,1243.0,261.0,0.781,334.0,81.0,81.0,NBA,3004.0,234.0,207.0,PF,1470.0,2008-09,77.0,POR,121.0,605.0,0.486,LaMarcus Aldridge
574.0,0.498,1153.0,5.0,0.313,16.0,24.0,160.0,48.0,435.0,579.0,0.495,1169.0,230.0,0.757,304.0,78.0,78.0,NBA,2922.0,192.0,231.0,PF,1393.0,2009-10,67.0,POR,104.0,627.0,0.497,LaMarcus Aldridge
703.0,0.505,1392.0,4.0,0.174,23.0,25.0,170.0,94.0,431.0,707.0,0.5,1415.0,351.0,0.791,444.0,81.0,81.0,NBA,3211.0,278.0,220.0,PF,1769.0,2010-11,82.0,POR,153.0,709.0,0.501,LaMarcus Aldridge
481.0,0.516,932.0,2.0,0.182,11.0,26.0,134.0,45.0,292.0,483.0,0.512,943.0,223.0,0.814,274.0,55.0,55.0,NBA,1994.0,150.0,153.0,PF,1191.0,2011-12,51.0,POR,111.0,442.0,0.513,LaMarcus Aldridge
636.0,0.488,1304.0,2.0,0.143,14.0,27.0,192.0,91.0,495.0,638.0,0.484,1318.0,282.0,0.81,348.0,74.0,74.0,NBA,2790.0,175.0,187.0,PF,1560.0,2012-13,62.0,POR,143.0,670.0,0.485,LaMarcus Aldridge
649.0,0.461,1408.0,3.0,0.2,15.0,28.0,178.0,68.0,599.0,652.0,0.458,1423.0,296.0,0.822,360.0,69.0,69.0,NBA,2498.0,166.0,147.0,PF,1603.0,2013-14,63.0,POR,123.0,765.0,0.459,LaMarcus Aldridge
622.0,0.475,1310.0,37.0,0.352,105.0,29.0,124.0,68.0,549.0,659.0,0.466,1415.0,306.0,0.845,362.0,71.0,71.0,NBA,2512.0,177.0,125.0,PF,1661.0,2014-15,48.0,POR,122.0,726.0,0.479,LaMarcus Aldridge
536.0,0.521,1029.0,0.0,0.0,16.0,30.0,110.0,81.0,456.0,536.0,0.513,1045.0,259.0,0.858,302.0,74.0,74.0,NBA,2261.0,176.0,151.0,PF,1331.0,2015-16,38.0,SAS,99.0,632.0,0.513,LaMarcus Aldridge
477.0,0.48,993.0,23.0,0.411,56.0,31.0,139.0,88.0,351.0,500.0,0.477,1049.0,220.0,0.812,271.0,72.0,72.0,NBA,2335.0,172.0,158.0,PF,1243.0,2016-17,46.0,SAS,98.0,523.0,0.488,LaMarcus Aldridge
660.0,0.526,1255.0,27.0,0.293,92.0,32.0,152.0,90.0,389.0,687.0,0.51,1347.0,334.0,0.837,399.0,75.0,75.0,NBA,2509.0,246.0,161.0,C,1735.0,2017-18,43.0,SAS,111.0,635.0,0.52,LaMarcus Aldridge
674.0,0.528,1277.0,10.0,0.238,42.0,33.0,194.0,107.0,493.0,684.0,0.519,1319.0,349.0,0.847,412.0,81.0,81.0,NBA,2687.0,251.0,179.0,C,1727.0,2018-19,43.0,SAS,144.0,744.0,0.522,LaMarcus Aldridge
330.0,0.519,636.0,61.0,0.389,157.0,34.0,129.0,87.0,289.0,391.0,0.493,793.0,158.0,0.827,191.0,53.0,53.0,NBA,1754.0,103.0,128.0,C,1001.0,2019-20,36.0,SAS,74.0,392.0,0.532,LaMarcus Aldridge
109.0,0.505,216.0,31.0,0.388,80.0,35.0,49.0,29.0,99.0,140.0,0.473,296.0,41.0,0.872,47.0,26.0,23.0,NBA,674.0,19.0,47.0,C,352.0,2020-21,11.0,TOT,27.0,118.0,0.525,LaMarcus Aldridge
88.0,0.509,173.0,27.0,0.36,75.0,35.0,36.0,18.0,77.0,115.0,0.464,248.0,31.0,0.838,37.0,21.0,18.0,NBA,544.0,17.0,36.0,C,288.0,2020-21,8.0,SAS,20.0,94.0,0.518,LaMarcus Aldridge
21.0,0.488,43.0,4.0,0.8,5.0,35.0,13.0,11.0,22.0,25.0,0.521,48.0,10.0,1.0,10.0,5.0,5.0,NBA,130.0,2.0,11.0,C,64.0,2020-21,3.0,BRK,7.0,24.0,0.563,LaMarcus Aldridge
238.0,0.578,412.0,14.0,0.304,46.0,36.0,42.0,47.0,185.0,252.0,0.55,458.0,89.0,0.873,102.0,47.0,12.0,NBA,1050.0,73.0,78.0,C,607.0,2021-22,14.0,BRK,44.0,258.0,0.566,LaMarcus Aldridge
20.0,0.385,52.0,16.0,0.39,41.0,21.0,15.0,0.0,11.0,36.0,0.387,93.0,7.0,0.778,9.0,33.0,0.0,NBA,241.0,3.0,15.0,SG,95.0,2007-08,5.0,GSW,12.0,14.0,0.473,Marco Belinelli
88.0,0.473,186.0,52.0,0.397,131.0,22.0,88.0,1.0,61.0,140.0,0.442,317.0,40.0,0.769,52.0,42.0,23.0,NBA,882.0,10.0,73.0,SG,372.0,2008-09,36.0,GSW,59.0,71.0,0.524,Marco Belinelli
94.0,0.425,221.0,60.0,0.38,158.0,23.0,89.0,5.0,81.0,154.0,0.406,379.0,101.0,0.835,121.0,66.0,1.0,NBA,1121.0,14.0,80.0,SG,469.0,2009-10,42.0,TOR,60.0,95.0,0.485,Marco Belinelli
168.0,0.458,367.0,134.0,0.414,324.0,24.0,92.0,6.0,134.0,302.0,0.437,691.0,98.0,0.784,125.0,80.0,69.0,NBA,1957.0,17.0,146.0,SG,836.0,2010-11,38.0,NOH,77.0,151.0,0.534,Marco Belinelli
179.0,0.445,402.0,107.0,0.377,284.0,25.0,101.0,5.0,153.0,286.0,0.417,686.0,101.0,0.783,129.0,66.0,55.0,NBA,1966.0,19.0,115.0,SG,780.0,2011-12,48.0,NOH,69.0,172.0,0.495,Marco Belinelli
162.0,0.416,389.0,79.0,0.357,221.0,26.0,148.0,6.0,127.0,241.0,0.395,610.0,141.0,0.839,168.0,73.0,27.0,NBA,1882.0,13.0,140.0,SG,702.0,2012-13,44.0,CHI,82.0,140.0,0.46,Marco Belinelli
211.0,0.525,402.0,126.0,0.43,293.0,27.0,179.0,7.0,208.0,337.0,0.485,695.0,111.0,0.847,131.0,80.0,25.0,NBA,2016.0,18.0,130.0,SF,911.0,2013-14,50.0,SAS,95.0,226.0,0.576,Marco Belinelli
