SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2013-14,20.0,OKC,NBA,C,81.0,20.0,1197.0,3.9,7.8,0.503,0.0,0.0,0.0,3.9,7.8,0.503,3.3,5.7,0.581,6.0,8.0,13.9,1.8,1.7,2.4,3.0,8.5,11.1,108.0,102.0,Steven Adams
2014-15,21.0,OKC,NBA,C,70.0,67.0,1771.0,6.1,11.3,0.544,0.0,0.1,0.0,6.1,11.2,0.547,2.9,5.8,0.502,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,108.0,104.0,Steven Adams
2015-16,22.0,OKC,NBA,C,80.0,80.0,2014.0,6.4,10.5,0.613,0.0,0.0,0.0,6.4,10.5,0.613,2.8,4.8,0.582,5.4,7.7,13.1,1.5,1.0,2.2,2.1,5.5,15.7,123.0,105.0,Steven Adams
2016-17,23.0,OKC,NBA,C,80.0,80.0,2389.0,7.7,13.5,0.571,0.0,0.0,0.0,7.7,13.4,0.572,3.2,5.3,0.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,114.0,107.0,Steven Adams
2017-18,24.0,OKC,NBA,C,76.0,76.0,2487.0,8.9,14.2,0.629,0.0,0.0,0.0,8.9,14.2,0.631,3.2,5.7,0.559,7.7,6.0,13.7,1.8,1.8,1.6,2.6,4.3,21.1,125.0,107.0,Steven Adams
2018-19,25.0,OKC,NBA,C,80.0,80.0,2669.0,8.4,14.1,0.595,0.0,0.0,0.0,8.4,14.1,0.596,2.6,5.1,0.5,6.8,6.5,13.3,2.2,2.0,1.3,2.4,3.6,19.4,120.0,106.0,Steven Adams
2019-20,26.0,OKC,NBA,C,63.0,63.0,1680.0,8.2,13.8,0.592,0.0,0.1,0.333,8.2,13.7,0.594,3.4,5.8,0.582,6.0,10.9,16.9,4.2,1.5,1.9,2.7,3.5,19.8,122.0,106.0,Steven Adams
2020-21,27.0,NOP,NBA,C,58.0,58.0,1605.0,5.6,9.2,0.614,0.0,0.1,0.0,5.6,9.1,0.62,1.8,4.0,0.444,6.4,9.0,15.4,3.3,1.6,1.1,2.3,3.4,13.1,122.0,112.0,Steven Adams
2021-22,28.0,MEM,NBA,C,76.0,75.0,1999.0,5.0,9.2,0.547,0.0,0.0,0.0,5.0,9.2,0.548,2.6,4.8,0.543,8.4,9.8,18.2,6.1,1.6,1.4,2.8,3.7,12.6,125.0,108.0,Steven Adams
2022-23,29.0,MEM,NBA,C,42.0,42.0,1133.0,6.6,11.0,0.597,0.0,0.0,0.0,6.6,11.0,0.599,2.0,5.4,0.364,9.0,11.4,20.3,4.1,1.5,1.9,3.3,4.1,15.1,118.0,108.0,Steven Adams
2019-20,21.0,NOP,NBA,SG,47.0,1.0,591.0,7.7,20.8,0.368,3.6,10.4,0.346,4.1,10.4,0.391,2.0,2.9,0.676,0.7,5.9,6.6,7.0,1.3,0.6,4.2,4.5,20.9,93.0,113.0,Nickeil Alexander-Walker
2020-21,22.0,NOP,NBA,SG,46.0,13.0,1007.0,9.1,21.8,0.419,3.6,10.4,0.347,5.5,11.4,0.485,2.3,3.1,0.727,0.6,6.2,6.9,4.9,2.2,1.0,3.3,4.2,24.2,101.0,112.0,Nickeil Alexander-Walker
2021-22,23.0,TOT,NBA,SG,65.0,21.0,1466.0,8.5,22.9,0.372,3.5,11.4,0.311,5.0,11.5,0.433,2.7,3.7,0.743,1.2,5.1,6.3,5.3,1.5,0.8,3.1,3.5,23.3,98.0,114.0,Nickeil Alexander-Walker
2021-22,23.0,NOP,NBA,SG,50.0,19.0,1317.0,8.9,23.7,0.375,3.6,11.4,0.311,5.3,12.3,0.434,2.6,3.6,0.722,1.3,4.8,6.1,5.2,1.5,0.7,3.2,3.3,23.9,97.0,115.0,Nickeil Alexander-Walker
