SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2007-08,22.0,DET,NBA,SG,75.0,970.0,10.2,0.494,0.199,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,0.092,-2.6,1.0,-1.5,0.1,Arron Afflalo
2008-09,23.0,DET,NBA,SG,74.0,1234.0,8.9,0.548,0.357,0.237,2.8,10.1,6.4,5.5,1.3,0.8,11.5,14.5,0.8,1.0,1.8,0.069,-2.8,0.2,-2.6,-0.2,Arron Afflalo
2009-10,24.0,DEN,NBA,SG,82.0,2221.0,10.9,0.576,0.426,0.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,2.8,1.4,4.3,0.092,-0.2,-0.2,-0.4,0.9,Arron Afflalo
2010-11,25.0,DEN,NBA,SG,69.0,2324.0,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1.0,9.2,14.8,4.8,1.4,6.2,0.128,1.7,-0.3,1.4,2.0,Arron Afflalo
2011-12,26.0,DEN,NBA,SG,62.0,2086.0,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,5.3,0.121,1.4,-1.2,0.1,1.1,Arron Afflalo
2012-13,27.0,ORL,NBA,SF,64.0,2307.0,13.0,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.042,-1.1,-1.8,-2.9,-0.5,Arron Afflalo
2013-14,28.0,ORL,NBA,SG,73.0,2552.0,16.0,0.574,0.297,0.332,1.4,10.2,5.8,16.9,0.7,0.1,11.2,23.3,4.3,1.0,5.3,0.099,1.4,-1.6,-0.2,1.1,Arron Afflalo
2014-15,29.0,TOT,NBA,SG,78.0,2502.0,10.7,0.533,0.377,0.224,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19.0,1.6,1.0,2.6,0.05,-1.4,-1.1,-2.5,-0.3,Arron Afflalo
2014-15,29.0,DEN,NBA,SG,53.0,1750.0,11.7,0.533,0.37,0.23,1.3,10.2,5.6,9.3,0.9,0.2,10.3,19.9,1.4,0.4,1.8,0.05,-0.7,-1.2,-1.9,0.1,Arron Afflalo
2014-15,29.0,POR,NBA,SG,25.0,752.0,8.2,0.533,0.396,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0.2,0.5,0.8,0.049,-3.0,-0.8,-3.8,-0.4,Arron Afflalo
2015-16,30.0,NYK,NBA,SG,71.0,2371.0,10.9,0.531,0.298,0.164,1.1,11.0,6.1,9.9,0.5,0.3,8.7,17.9,1.8,0.9,2.7,0.055,-1.3,-1.6,-2.9,-0.5,Arron Afflalo
2016-17,31.0,SAC,NBA,SG,61.0,1580.0,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-2.1,-1.5,-3.6,-0.7,Arron Afflalo
2017-18,32.0,ORL,NBA,SG,53.0,682.0,5.8,0.516,0.432,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009,-3.8,-1.5,-5.4,-0.6,Arron Afflalo
