SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,22.0,DAL,NBA,SG,32,1,6.7,0.7,2.2,.314,0.2,0.5,.333,0.5,1.7,.309,.350,0.6,1.0,.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2,Maurice Ager
2007-08,23.0,TOT,NBA,SG,26,3,6.3,0.8,2.5,.323,0.1,0.7,.158,0.7,1.8,.391,.346,0.2,0.5,.500,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0,Maurice Ager
2007-08,23.0,DAL,NBA,SG,12,3,6.4,0.4,2.3,.185,0.0,0.7,.000,0.4,1.6,.263,.185,0.4,0.5,.833,0.1,0.3,0.3,0.3,0.0,0.1,0.3,0.9,1.3,Maurice Ager
2007-08,23.0,NJN,NBA,SG,14,0,6.3,1.1,2.7,.421,0.2,0.8,.273,0.9,1.9,.481,.461,0.1,0.4,.167,0.2,0.4,0.6,0.3,0.0,0.0,0.2,0.4,2.6,Maurice Ager
2008-09,24.0,NJN,NBA,SG,20,0,4.9,0.8,2.2,.349,0.0,0.3,.000,0.8,1.9,.405,.349,0.2,0.4,.500,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,Maurice Ager
2009-10,25.0,"Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)","Did Not Play (other pro league—Spain, D-League)",Maurice Ager
2010-11,26.0,MIN,NBA,SG,4,0,7.3,1.5,2.8,.545,0.8,1.0,.750,0.8,1.8,.429,.682,0.0,0.0,0,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8,Maurice Ager
2006-07,22.0,DAL,NBA,PG,33.0,1.0,5.8,0.8,2.4,0.359,0.2,0.6,0.286,0.7,1.7,0.386,0.397,0.5,0.7,0.667,0.2,0.5,0.8,0.7,0.0,0.0,0.4,0.6,2.4,J.J. Barea
2007-08,23.0,DAL,NBA,PG,44.0,9.0,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1.0,1.1,1.3,0.3,0.0,0.8,1.1,4.3,J.J. Barea
2008-09,24.0,DAL,NBA,SG,79.0,15.0,20.3,3.1,7.1,0.442,0.7,1.9,0.357,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,J.J. Barea
2009-10,25.0,DAL,NBA,PG,78.0,18.0,19.8,3.0,6.8,0.44,0.7,2.0,0.357,2.3,4.7,0.476,0.493,1.0,1.2,0.844,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6,J.J. Barea
2010-11,26.0,DAL,NBA,PG,81.0,2.0,20.6,3.5,8.0,0.439,0.8,2.3,0.349,2.7,5.7,0.476,0.49,1.6,1.9,0.847,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,9.5,J.J. Barea
2011-12,27.0,MIN,NBA,PG,41.0,11.0,25.2,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.463,1.9,2.4,0.776,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3,J.J. Barea
2012-13,28.0,MIN,NBA,PG,74.0,2.0,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3.0,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8,11.3,J.J. Barea
2013-14,29.0,MIN,NBA,PG,79.0,1.0,18.6,3.2,8.3,0.387,0.9,2.9,0.316,2.3,5.4,0.426,0.443,1.0,1.3,0.79,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,J.J. Barea
2014-15,30.0,DAL,NBA,PG,77.0,10.0,17.7,2.9,7.0,0.42,0.7,2.2,0.323,2.2,4.8,0.463,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,J.J. Barea
2015-16,31.0,DAL,NBA,PG,74.0,16.0,22.5,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.481,0.516,1.0,1.3,0.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9,J.J. Barea
2016-17,32.0,DAL,NBA,PG,35.0,6.0,22.0,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,J.J. Barea
2017-18,33.0,DAL,NBA,PG,69.0,10.0,23.2,4.4,10.0,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,J.J. Barea
2018-19,34.0,DAL,NBA,PG,38.0,0.0,19.8,4.2,10.1,0.418,1.0,3.4,0.297,3.2,6.8,0.479,0.468,1.4,2.1,0.705,0.3,2.2,2.5,5.6,0.6,0.0,1.9,1.3,10.9,J.J. Barea
2019-20,35.0,DAL,NBA,PG,29.0,6.0,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,J.J. Barea
2006-07,23.0,DAL,NBA,PF,12,0,5.9,0.9,1.4,.647,0.0,0.0,0,0.9,1.4,.647,.647,0.6,1.5,.389,0.8,1.0,1.8,0.0,0.1,0.0,0.8,0.7,2.4,Pops Mensah-Bonsu
2007-08,24.0,"Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)","Did Not Play (other pro league—Italy, Spain)",Pops Mensah-Bonsu
2008-09,25.0,TOT,NBA,PF,22,0,12.9,1.8,4.7,.379,0.0,0.1,.000,1.8,4.6,.386,.379,1.5,2.2,.688,2.5,2.6,5.1,0.3,0.4,0.2,0.9,2.0,5.0,Pops Mensah-Bonsu
2008-09,25.0,SAS,NBA,PF,3,0,6.7,1.7,2.3,.714,0.0,0.0,0,1.7,2.3,.714,.714,1.7,2.3,.714,1.7,1.7,3.3,0.0,0.3,0.3,0.7,2.0,5.0,Pops Mensah-Bonsu
2008-09,25.0,TOR,NBA,PF,19,0,13.8,1.8,5.1,.354,0.0,0.1,.000,1.8,4.9,.362,.354,1.5,2.2,.683,2.6,2.8,5.4,0.3,0.4,0.2,0.9,1.9,5.1,Pops Mensah-Bonsu
2009-10,26.0,TOT,NBA,PF,20,0,6.0,0.7,1.7,.394,0.0,0.0,0,0.7,1.7,.394,.394,0.7,1.2,.542,0.8,1.0,1.8,0.2,0.2,0.5,0.5,1.0,2.0,Pops Mensah-Bonsu
2009-10,26.0,HOU,NBA,PF,4,0,3.3,0.3,1.0,.250,0.0,0.0,0,0.3,1.0,.250,.250,0.8,1.5,.500,0.3,0.8,1.0,0.3,0.3,0.3,0.0,0.8,1.3,Pops Mensah-Bonsu
2009-10,26.0,TOR,NBA,PF,16,0,6.7,0.8,1.8,.414,0.0,0.0,0,0.8,1.8,.414,.414,0.6,1.1,.556,0.9,1.0,1.9,0.1,0.2,0.5,0.6,1.1,2.1,Pops Mensah-Bonsu
2010-11,27.0,NOH,NBA,PF,7,0,5.0,0.1,0.4,.333,0.0,0.0,0,0.1,0.4,.333,.333,0.0,0.0,0,0.4,1.1,1.6,0.3,0.0,0.0,0.3,1.6,0.3,Pops Mensah-Bonsu
