SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2012-13,20.0,GSW,NBA,SF,81.0,81.0,2058.0,6.8,15.5,0.439,1.3,3.6,0.359,5.5,11.9,0.464,3.6,4.7,0.758,1.3,6.9,8.2,2.4,1.3,0.3,2.5,3.5,18.5,102.0,107.0,Harrison Barnes
2013-14,21.0,GSW,NBA,SF,78.0,24.0,2204.0,6.1,15.4,0.399,1.5,4.3,0.347,4.6,11.1,0.419,2.9,4.1,0.718,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,100.0,105.0,Harrison Barnes
2014-15,22.0,GSW,NBA,SF,82.0,82.0,2318.0,6.7,13.8,0.482,1.8,4.5,0.405,4.8,9.3,0.519,2.3,3.2,0.72,2.5,7.1,9.5,2.4,1.3,0.4,1.5,3.1,17.4,116.0,104.0,Harrison Barnes
2015-16,23.0,GSW,NBA,SF,66.0,59.0,2042.0,7.0,15.0,0.466,1.9,5.1,0.383,5.0,9.9,0.508,2.4,3.2,0.761,1.8,5.9,7.7,2.8,1.0,0.2,1.3,3.2,18.3,114.0,107.0,Harrison Barnes
2016-17,24.0,DAL,NBA,PF,79.0,79.0,2803.0,11.1,23.8,0.468,1.4,4.1,0.351,9.7,19.6,0.492,4.5,5.2,0.861,1.7,5.6,7.3,2.2,1.2,0.3,1.9,2.4,28.2,106.0,111.0,Harrison Barnes
2017-18,25.0,DAL,NBA,PF,77.0,77.0,2634.0,10.2,23.0,0.445,2.3,6.3,0.357,8.0,16.7,0.478,4.9,6.0,0.827,1.5,7.5,8.9,2.9,0.9,0.3,2.2,1.8,27.7,105.0,111.0,Harrison Barnes
2018-19,26.0,TOT,NBA,"PF,SF",77.0,77.0,2533.0,8.1,19.4,0.42,3.3,8.3,0.395,4.8,11.0,0.439,4.3,5.2,0.824,1.1,5.7,6.8,2.2,0.9,0.2,1.8,2.3,23.8,108.0,114.0,Harrison Barnes
2018-19,26.0,DAL,NBA,PF,49.0,49.0,1584.0,8.9,22.0,0.404,3.7,9.5,0.389,5.2,12.4,0.416,5.1,6.1,0.833,1.1,5.2,6.3,1.9,1.0,0.3,2.1,2.4,26.5,106.0,113.0,Harrison Barnes
2018-19,26.0,SAC,NBA,SF,28.0,28.0,949.0,6.9,15.2,0.455,2.6,6.4,0.408,4.3,8.8,0.489,3.1,3.9,0.8,1.0,6.5,7.6,2.6,0.8,0.1,1.5,2.1,19.6,115.0,114.0,Harrison Barnes
2019-20,27.0,SAC,NBA,PF,72.0,72.0,2482.0,7.1,15.5,0.46,2.0,5.2,0.381,5.1,10.3,0.501,4.2,5.2,0.801,1.5,5.4,6.9,3.1,0.8,0.2,1.7,1.8,20.4,116.0,116.0,Harrison Barnes
2020-21,28.0,SAC,NBA,PF,58.0,58.0,2102.0,7.3,14.7,0.497,2.3,5.8,0.391,5.0,8.8,0.567,4.5,5.4,0.83,1.5,7.3,8.8,4.6,1.0,0.3,2.1,1.7,21.3,123.0,119.0,Harrison Barnes
2021-22,29.0,SAC,NBA,PF,77.0,77.0,2587.0,7.3,15.5,0.469,2.6,6.7,0.394,4.6,8.8,0.525,6.3,7.7,0.826,1.5,6.5,8.0,3.5,1.0,0.3,2.2,1.7,23.5,121.0,118.0,Harrison Barnes
