SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2008-09,20.0,CHA,NBA,PF,31.0,4.0,182.0,4.9,13.6,0.362,0.0,0.4,0.0,4.9,13.3,0.373,4.0,5.5,0.714,1.8,4.2,5.9,0.6,1.4,1.2,2.4,6.7,13.8,Alexis Ajinça
2009-10,21.0,CHA,NBA,C,6.0,0.0,30.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.0,1.2,0.0,1.2,3.6,4.8,0.0,1.2,1.2,2.4,6.0,12.0,Alexis Ajinça
2010-11,22.0,TOT,NBA,C,34.0,2.0,340.0,6.2,14.1,0.444,1.3,3.6,0.353,5.0,10.5,0.475,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2.0,1.9,7.7,15.1,Alexis Ajinça
2010-11,22.0,DAL,NBA,C,10.0,2.0,75.0,5.8,15.4,0.375,1.4,3.4,0.429,4.3,12.0,0.36,1.0,1.4,0.667,2.4,5.8,8.2,1.0,1.4,2.4,0.5,6.2,13.9,Alexis Ajinça
2010-11,22.0,TOR,NBA,C,24.0,0.0,265.0,6.4,13.7,0.465,1.2,3.7,0.333,5.2,10.1,0.514,1.5,2.0,0.733,1.6,6.7,8.3,1.1,1.1,1.9,2.3,8.2,15.5,Alexis Ajinça
2013-14,25.0,NOP,NBA,C,56.0,30.0,951.0,5.1,9.4,0.546,0.0,0.0,0.0,5.1,9.4,0.548,2.1,2.5,0.836,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,Alexis Ajinça
2014-15,26.0,NOP,NBA,C,68.0,8.0,957.0,6.8,12.4,0.55,0.0,0.0,0.0,6.8,12.4,0.55,3.0,3.7,0.818,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7,Alexis Ajinça
2015-16,27.0,NOP,NBA,C,59.0,17.0,861.0,6.3,13.2,0.476,0.0,0.0,0.0,6.3,13.1,0.478,2.2,2.6,0.839,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7,Alexis Ajinça
2016-17,28.0,NOP,NBA,C,39.0,15.0,584.0,5.5,11.0,0.5,0.0,0.2,0.0,5.5,10.7,0.511,1.8,2.5,0.725,2.8,8.1,10.9,0.7,1.2,1.4,1.9,4.7,12.8,Alexis Ajinça
2008-09,21.0,CHA,NBA,PG,72.0,12.0,1908.0,5.0,11.7,0.43,2.0,4.6,0.439,3.0,7.1,0.424,3.9,4.4,0.893,0.3,2.2,2.5,4.7,0.8,0.0,2.2,2.6,16.0,D.J. Augustin
2009-10,22.0,CHA,NBA,PG,80.0,2.0,1472.0,4.1,10.6,0.386,1.7,4.4,0.393,2.4,6.3,0.381,2.5,3.2,0.779,0.3,2.1,2.4,4.7,1.1,0.1,1.8,3.1,12.4,D.J. Augustin
2010-11,23.0,CHA,NBA,PG,82.0,82.0,2757.0,5.2,12.5,0.416,1.4,4.3,0.333,3.8,8.2,0.461,3.5,3.9,0.906,0.5,2.4,2.9,6.5,0.7,0.0,2.0,2.0,15.4,D.J. Augustin
2011-12,24.0,CHA,NBA,PG,48.0,46.0,1408.0,4.7,12.5,0.376,1.6,4.6,0.341,3.1,7.9,0.396,2.7,3.1,0.875,0.6,2.2,2.8,7.8,0.9,0.0,2.8,1.7,13.6,D.J. Augustin
2012-13,25.0,IND,NBA,PG,76.0,5.0,1226.0,3.0,8.6,0.35,2.0,5.6,0.353,1.1,3.1,0.346,2.4,2.9,0.838,0.6,2.1,2.7,5.0,1.0,0.1,2.0,1.9,10.5,D.J. Augustin
