SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2010-11,22.0,TOR,NBA,C,12,0,4.9,0.3,1.3,0.2,0.0,0.0,0.0,0.3,1.3,0.2,0.2,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5,Solomon Alabi
2011-12,23.0,TOR,NBA,C,14,0,8.7,0.9,2.6,0.361,0.0,0.0,0.0,0.9,2.6,0.361,0.361,0.5,0.6,0.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4,Solomon Alabi
2005-06,23.0,CHA,NBA,SF,36,7,15.7,2.1,5.0,.414,0.7,1.6,.414,1.4,3.4,.415,.481,0.9,1.1,.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,Alan Anderson
2006-07,24.0,CHA,NBA,SG,17,0,15.1,2.2,4.8,.457,0.3,1.2,.250,1.9,3.6,.525,.488,1.1,1.4,.826,0.6,1.2,1.9,1.2,0.4,0.0,1.3,1.9,5.8,Alan Anderson
2007-08,25.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Alan Anderson
2008-09,26.0,"Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)","Did Not Play (other pro league—Russia, Croatia)",Alan Anderson
2009-10,27.0,Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Did Not Play (other pro league—Israel),Alan Anderson
2010-11,28.0,"Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)","Did Not Play (other pro league—D-League, Spain)",Alan Anderson
2011-12,29.0,TOR,NBA,SF,17,12,27.1,3.2,8.4,.387,1.4,3.6,.393,1.8,4.8,.383,.472,1.7,2.0,.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,2.1,9.6,Alan Anderson
2012-13,30.0,TOR,NBA,SF,65,2,23.0,3.6,9.5,.383,1.5,4.4,.333,2.2,5.1,.426,.460,1.9,2.3,.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,Alan Anderson
2013-14,31.0,BRK,NBA,SF,78,26,22.7,2.5,6.2,.400,1.1,3.2,.339,1.4,3.0,.464,.487,1.2,1.5,.780,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,Alan Anderson
2014-15,32.0,BRK,NBA,SG,74,19,23.6,2.6,5.9,.443,1.0,2.8,.348,1.6,3.1,.530,.526,1.1,1.4,.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4,Alan Anderson
