# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.098,0.0,0.049,0.244,0.098,0.756,0.323,0.0,1.0,0.0,1.0,0.5,0.8,0.5,0.889,0.29,0.6,23.0,1.0,21.1,0.415,24.0,NBA,304.0,PG,2017-18,CHI,Ryan Arcidiacono
0.0,0.0,0.172,0.091,0.053,0.481,0.165,0.519,0.226,0.0,0.597,0.579,0.455,0.264,0.527,0.449,0.864,0.373,0.469,24.0,0.0,16.8,0.447,81.0,NBA,1961.0,PG,2018-19,CHI,Ryan Arcidiacono
0.0,0.0,0.15,0.1,0.023,0.373,0.1,0.627,0.29,0.0,0.606,0.318,0.4,0.5,0.439,0.318,0.889,0.391,0.475,25.0,0.0,18.4,0.409,58.0,NBA,930.0,PG,2019-20,CHI,Ryan Arcidiacono
0.0,0.0,0.154,0.085,0.051,0.427,0.137,0.573,0.224,0.0,0.556,0.7,0.167,0.542,0.48,0.375,1.0,0.373,0.467,26.0,1.0,18.3,0.419,44.0,NBA,450.0,PG,2020-21,CHI,Ryan Arcidiacono
0.0,0.0,0.0,0.167,0.0,0.25,0.083,0.75,0.222,0.0,0.0,0.5,0.0,1.0,0.667,1.0,1.0,0.444,0.5,27.0,0.0,21.5,0.5,10.0,NBA,76.0,PG,2021-22,NYK,Ryan Arcidiacono
0.0,0.0,0.027,0.108,0.054,0.378,0.189,0.622,0.043,0.0,0.0,0.0,0.0,1.0,0.071,0.143,0.875,0.348,0.0,28.0,0.0,20.2,0.243,20.0,NBA,172.0,PG,2022-23,TOT,Ryan Arcidiacono
0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,28.0,0.0,16.9,0.2,11.0,NBA,26.0,PG,2022-23,NYK,Ryan Arcidiacono
0.0,0.0,0.0,0.125,0.063,0.375,0.188,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.083,0.167,0.857,0.35,0.0,28.0,0.0,20.7,0.25,9.0,NBA,146.0,PG,2022-23,POR,Ryan Arcidiacono
43.0,0.0,0.404,0.186,0.105,0.914,0.218,0.086,0.406,0.124,0.667,0.377,0.359,0.776,0.513,0.42,1.0,0.188,0.154,19.0,0.0,8.4,0.485,44.0,NBA,1110.0,C,2018-19,CHI,Wendell Carter Jr.
73.0,0.0,0.571,0.096,0.044,0.915,0.204,0.085,0.414,0.236,0.694,0.515,0.267,0.695,0.564,0.286,1.0,0.207,0.167,20.0,0.0,6.0,0.534,43.0,NBA,1256.0,C,2019-20,CHI,Wendell Carter Jr.
48.0,0.0,0.4,0.158,0.074,0.888,0.256,0.112,0.196,0.112,0.689,0.361,0.324,0.767,0.53,0.444,0.933,0.294,0.4,21.0,0.0,8.2,0.503,54.0,NBA,1375.0,C,2020-21,TOT,Wendell Carter Jr.
23.0,0.0,0.409,0.155,0.06,0.913,0.29,0.087,0.227,0.099,0.641,0.41,0.333,0.785,0.526,0.466,1.0,0.364,0.6,21.0,0.0,7.5,0.512,32.0,NBA,792.0,C,2020-21,CHI,Wendell Carter Jr.
25.0,0.0,0.39,0.161,0.093,0.859,0.215,0.141,0.172,0.127,0.75,0.303,0.316,0.745,0.534,0.409,0.857,0.241,0.2,21.0,0.0,9.1,0.493,22.0,NBA,583.0,C,2020-21,ORL,Wendell Carter Jr.
90.0,0.0,0.327,0.101,0.057,0.687,0.202,0.313,0.103,0.143,0.781,0.478,0.462,0.609,0.615,0.457,1.0,0.327,0.364,22.0,1.0,12.1,0.525,62.0,NBA,1852.0,PF,2021-22,ORL,Wendell Carter Jr.
84.0,0.0,0.282,0.101,0.07,0.633,0.179,0.367,0.218,0.145,0.85,0.452,0.349,0.649,0.624,0.473,0.988,0.356,0.449,23.0,0.0,13.3,0.525,57.0,NBA,1690.0,C,2022-23,ORL,Wendell Carter Jr.
7.0,0.0,0.24,0.083,0.294,0.767,0.15,0.233,0.247,0.029,0.507,0.269,0.348,0.289,0.404,0.426,0.667,0.288,0.278,22.0,0.0,13.8,0.377,78.0,NBA,1333.0,PG,2016-17,MIN,Kris Dunn
19.0,0.0,0.263,0.179,0.189,0.799,0.168,0.201,0.134,0.033,0.543,0.387,0.46,0.173,0.457,0.393,0.628,0.321,0.389,23.0,1.0,12.0,0.429,52.0,NBA,1525.0,PG,2017-18,CHI,Kris Dunn
13.0,0.0,0.257,0.19,0.136,0.81,0.227,0.19,0.177,0.028,0.585,0.448,0.333,0.177,0.441,0.339,0.647,0.354,0.353,24.0,0.0,11.6,0.425,46.0,NBA,1389.0,PG,2018-19,CHI,Kris Dunn
8.0,0.0,0.398,0.056,0.032,0.673,0.187,0.327,0.259,0.023,0.647,0.263,0.182,0.423,0.535,0.438,0.966,0.259,0.276,25.0,1.0,11.3,0.444,51.0,NBA,1269.0,PG,2019-20,CHI,Kris Dunn
0.0,0.0,0.167,0.25,0.083,0.833,0.333,0.167,0.5,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,26.0,0.0,11.4,0.083,4.0,NBA,45.0,PG,2020-21,ATL,Kris Dunn
4.0,0.0,0.275,0.108,0.098,0.892,0.412,0.108,0.0,0.049,0.607,0.455,0.4,0.14,0.473,0.405,1.0,0.091,0.0,27.0,0.0,9.1,0.431,14.0,NBA,336.0,PG,2021-22,POR,Kris Dunn
4.0,0.0,0.139,0.102,0.009,0.833,0.583,0.167,0.139,0.023,0.767,0.409,0.5,0.162,0.55,0.524,0.824,0.472,0.4,28.0,0.0,9.3,0.537,22.0,NBA,568.0,PG,2022-23,UTA,Kris Dunn
9.0,0.0,0.583,0.028,0.236,0.944,0.097,0.056,0.0,0.139,0.619,0.5,0.529,0.8,0.588,0.571,0.0,0.0,0.0,23.0,0.0,7.0,0.556,31.0,NBA,321.0,C,2015-16,CHI,Cristiano Felício
46.0,0.0,0.729,0.032,0.127,1.0,0.118,0.0,0.0,0.222,0.658,0.429,0.286,0.648,0.579,0.423,0.0,0.0,0.0,24.0,0.0,4.2,0.579,66.0,NBA,1040.0,C,2016-17,CHI,Cristiano Felício
20.0,0.0,0.637,0.07,0.084,0.991,0.2,0.009,0.0,0.102,0.693,0.2,0.389,0.756,0.596,0.512,0.0,0.0,0.0,25.0,0.0,4.2,0.591,55.0,NBA,977.0,C,2017-18,CHI,Cristiano Felício
22.0,0.0,0.693,0.045,0.045,0.978,0.196,0.022,0.0,0.145,0.645,0.5,0.25,0.695,0.543,0.257,0.0,0.0,0.0,26.0,0.0,3.9,0.531,60.0,NBA,746.0,C,2018-19,CHI,Cristiano Felício
6.0,0.0,0.667,0.056,0.019,0.963,0.222,0.037,0.0,0.13,0.75,0.333,0.0,0.5,0.654,0.5,0.0,0.0,0.0,27.0,0.0,3.5,0.63,22.0,NBA,386.0,C,2019-20,CHI,Cristiano Felício
1.0,0.0,0.692,0.0,0.077,0.846,0.077,0.154,0.0,0.077,0.778,0.0,0.0,0.429,0.636,0.0,0.0,0.0,0.0,28.0,0.0,7.4,0.538,18.0,NBA,84.0,C,2020-21,CHI,Cristiano Felício
54.0,0.0,0.828,0.007,0.0,1.0,0.164,0.0,0.0,0.455,0.766,0.0,0.0,0.702,0.701,0.409,0.0,0.0,0.0,21.0,0.0,1.8,0.701,43.0,NBA,609.0,C,2019-20,CHI,Daniel Gafford
71.0,0.0,0.573,0.027,0.018,1.0,0.382,0.0,0.0,0.338,0.791,0.333,0.25,0.714,0.684,0.57,0.0,0.0,0.0,22.0,0.0,3.2,0.684,54.0,NBA,791.0,C,2020-21,TOT,Daniel Gafford
29.0,0.0,0.644,0.046,0.046,1.0,0.264,0.0,0.0,0.368,0.786,0.5,0.25,0.65,0.69,0.565,0.0,0.0,0.0,22.0,0.0,3.2,0.69,31.0,NBA,383.0,C,2020-21,CHI,Daniel Gafford
42.0,0.0,0.529,0.014,0.0,1.0,0.457,0.0,0.0,0.319,0.795,0.0,0.0,0.755,0.681,0.571,0.0,0.0,0.0,22.0,0.0,3.3,0.681,23.0,NBA,408.0,C,2020-21,WAS,Daniel Gafford
158.0,0.0,0.657,0.022,0.012,0.998,0.304,0.002,0.0,0.438,0.837,0.333,0.0,0.737,0.695,0.448,0.0,0.0,0.0,23.0,0.0,2.9,0.693,72.0,NBA,1444.0,C,2021-22,WAS,Daniel Gafford
135.0,0.0,0.592,0.025,0.015,1.0,0.367,0.0,0.0,0.362,0.846,0.8,0.167,0.668,0.732,0.566,0.0,0.0,0.0,24.0,0.0,3.2,0.732,78.0,NBA,1604.0,C,2022-23,WAS,Daniel Gafford
9.0,0.0,0.677,0.024,0.0,0.79,0.089,0.21,0.269,0.081,0.607,0.333,0.0,0.321,0.541,0.091,1.0,0.231,0.429,24.0,1.0,6.5,0.476,23.0,NBA,384.0,PG,2017-18,PHO,Shaquille Harrison
14.0,0.0,0.528,0.052,0.026,0.791,0.185,0.209,0.337,0.038,0.578,0.227,0.182,0.388,0.475,0.291,0.875,0.27,0.267,25.0,3.0,8.4,0.432,73.0,NBA,1430.0,SG,2018-19,CHI,Shaquille Harrison
5.0,0.0,0.515,0.048,0.012,0.745,0.17,0.255,0.381,0.03,0.576,0.5,0.0,0.508,0.496,0.286,0.813,0.381,0.313,26.0,2.0,9.1,0.467,43.0,NBA,484.0,SG,2019-20,CHI,Shaquille Harrison
2.0,0.0,0.385,0.051,0.064,0.795,0.295,0.205,0.563,0.026,0.567,0.25,0.6,0.304,0.371,0.087,1.0,0.188,0.222,27.0,0.0,9.3,0.333,34.0,NBA,333.0,SG,2020-21,TOT,Shaquille Harrison
0.0,0.0,0.4,0.1,0.05,0.9,0.35,0.1,0.5,0.0,0.5,0.5,1.0,0.167,0.333,0.0,0.0,0.0,0.0,27.0,0.0,7.5,0.3,17.0,NBA,56.0,SG,2020-21,UTA,Shaquille Harrison
2.0,0.0,0.379,0.034,0.069,0.759,0.276,0.241,0.571,0.034,0.591,0.0,0.5,0.353,0.386,0.125,1.0,0.214,0.25,27.0,0.0,9.9,0.345,17.0,NBA,277.0,SG,2020-21,DEN,Shaquille Harrison
0.0,0.0,0.5,0.0,0.0,0.667,0.167,0.333,1.0,0.0,0.667,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,28.0,0.0,9.5,0.333,2.0,NBA,23.0,SG,2021-22,BRK,Shaquille Harrison
1.0,0.0,0.444,0.083,0.083,0.722,0.111,0.278,0.1,0.028,0.5,0.333,0.333,0.5,0.462,0.5,1.0,0.3,1.0,29.0,0.0,11.0,0.417,5.0,NBA,120.0,SG,2022-23,POR,Shaquille Harrison
16.0,0.0,0.435,0.048,0.019,0.761,0.258,0.239,0.44,0.091,0.593,0.1,0.75,0.622,0.516,0.444,1.0,0.28,0.273,22.0,3.0,9.6,0.459,44.0,NBA,895.0,SF,2018-19,CHI,Chandler Hutchison
20.0,0.0,0.509,0.04,0.006,0.783,0.229,0.217,0.553,0.137,0.607,0.286,0.0,0.618,0.496,0.3,1.0,0.316,0.381,23.0,0.0,8.0,0.457,28.0,NBA,527.0,SF,2019-20,CHI,Chandler Hutchison
4.0,0.0,0.252,0.068,0.029,0.786,0.437,0.214,0.818,0.058,0.346,0.286,0.333,0.871,0.383,0.422,1.0,0.364,0.389,24.0,1.0,9.4,0.379,25.0,NBA,346.0,SF,2020-21,TOT,Chandler Hutchison
2.0,0.0,0.5,0.056,0.0,0.833,0.278,0.167,0.333,0.111,0.222,0.0,0.0,1.0,0.267,0.4,1.0,0.333,1.0,24.0,1.0,7.8,0.278,7.0,NBA,64.0,SF,2020-21,CHI,Chandler Hutchison
2.0,0.0,0.2,0.071,0.035,0.776,0.471,0.224,0.895,0.047,0.412,0.333,0.333,0.852,0.409,0.425,1.0,0.368,0.353,24.0,0.0,9.8,0.4,18.0,NBA,282.0,SF,2020-21,WAS,Chandler Hutchison
