SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2010-11,24.0,CHI,NBA,C,82.0,0.0,989.0,4.2,7.6,0.553,0.0,0.0,0.0,4.2,7.6,0.553,3.9,7.8,0.503,6.0,10.4,16.4,1.7,1.1,3.0,3.4,8.2,12.3,104.0,97.0,Ömer Aşık
2011-12,25.0,CHI,NBA,C,66.0,2.0,971.0,4.4,8.7,0.506,0.0,0.0,0.0,4.4,8.7,0.506,2.6,5.7,0.456,7.0,12.4,19.4,1.8,1.7,3.8,3.8,6.7,11.4,97.0,92.0,Ömer Aşık
2012-13,26.0,HOU,NBA,C,82.0,82.0,2464.0,6.7,12.4,0.541,0.0,0.0,0.0,6.7,12.4,0.542,3.4,6.1,0.562,5.6,13.8,19.4,1.5,0.9,1.8,3.5,4.5,16.9,105.0,103.0,Ömer Aşık
2013-14,27.0,HOU,NBA,C,48.0,19.0,968.0,5.2,9.8,0.532,0.0,0.0,0.0,5.2,9.8,0.532,4.0,6.5,0.619,5.2,14.3,19.5,1.3,0.7,1.9,3.0,4.7,14.4,109.0,103.0,Ömer Aşık
2014-15,28.0,NOP,NBA,C,76.0,76.0,1982.0,5.6,10.9,0.517,0.0,0.0,0.0,5.6,10.9,0.517,3.5,6.0,0.582,6.5,13.4,19.8,1.9,0.8,1.4,2.5,3.8,14.8,112.0,105.0,Ömer Aşık
2015-16,29.0,NOP,NBA,C,68.0,64.0,1178.0,4.4,8.2,0.533,0.0,0.0,0.0,4.4,8.2,0.533,2.6,4.7,0.545,5.1,12.4,17.4,1.1,0.9,1.0,2.5,5.2,11.3,106.0,108.0,Ömer Aşık
2016-17,30.0,NOP,NBA,C,31.0,19.0,482.0,3.1,6.6,0.477,0.0,0.0,0.0,3.1,6.6,0.477,2.3,4.0,0.59,4.9,11.7,16.6,1.5,0.5,1.0,1.4,5.2,8.6,114.0,107.0,Ömer Aşık
2017-18,31.0,TOT,NBA,C,18.0,0.0,182.0,2.4,5.8,0.409,0.0,0.0,0.0,2.4,5.8,0.409,1.1,3.4,0.308,2.4,10.0,12.4,0.8,0.5,1.1,2.4,5.3,5.8,76.0,110.0,Ömer Aşık
2017-18,31.0,NOP,NBA,C,14.0,0.0,121.0,2.8,6.3,0.438,0.0,0.0,0.0,2.8,6.3,0.438,1.6,4.7,0.333,2.8,11.8,14.6,0.8,0.4,0.8,2.0,5.5,7.1,85.0,109.0,Ömer Aşık
2017-18,31.0,CHI,NBA,C,4.0,0.0,61.0,1.6,4.8,0.333,0.0,0.0,0.0,1.6,4.8,0.333,0.0,0.8,0.0,1.6,6.4,8.0,0.8,0.8,1.6,3.2,4.8,3.2,52.0,112.0,Ömer Aşık
2013-14,22.0,UTA,NBA,SG,23.0,0.0,172.0,7.9,20.5,0.388,3.4,9.5,0.355,4.6,11.0,0.417,1.5,2.1,0.714,0.9,4.9,5.8,4.6,2.4,0.6,4.3,7.3,20.8,90.0,111.0,Ian Clark
2014-15,23.0,TOT,NBA,SG,30.0,0.0,192.0,5.2,15.1,0.345,2.7,8.2,0.333,2.5,6.8,0.36,2.5,2.5,1.0,1.1,3.3,4.4,3.3,2.5,0.8,2.5,5.5,15.6,99.0,106.0,Ian Clark
