SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2004-05,24.0,TOR,NBA,C,82.0,1553.0,14.7,0.596,0.199,0.153,7.7,13.1,10.4,5.3,1.3,0.9,7.5,15.7,3.3,0.9,4.2,0.13,0.0,-0.6,-0.6,0.5,Matt Bonner
2005-06,25.0,TOR,NBA,PF,78.0,1710.0,13.7,0.582,0.52,0.163,5.9,14.8,10.2,5.2,1.5,1.4,6.0,14.4,3.5,0.5,4.1,0.114,1.3,-0.6,0.7,1.2,Matt Bonner
2006-07,26.0,SAS,NBA,PF,56.0,653.0,16.4,0.542,0.397,0.16,12.3,16.4,14.4,5.7,1.4,1.2,9.0,20.3,1.1,1.2,2.2,0.163,0.9,-0.7,0.2,0.4,Matt Bonner
2007-08,27.0,SAS,NBA,PF,68.0,853.0,12.4,0.525,0.471,0.151,7.4,19.0,13.3,6.2,0.9,1.5,11.2,19.6,0.5,1.5,2.0,0.11,-1.8,0.3,-1.5,0.1,Matt Bonner
2008-09,28.0,SAS,NBA,PF,81.0,1928.0,15.0,0.611,0.5,0.043,6.1,17.6,11.9,6.8,1.3,1.0,6.3,14.6,3.8,3.0,6.8,0.169,1.1,1.0,2.1,2.0,Matt Bonner
2009-10,29.0,SAS,NBA,PF,65.0,1161.0,14.9,0.581,0.621,0.129,5.3,16.1,10.8,9.0,1.4,1.5,9.0,17.0,2.1,1.6,3.7,0.153,1.8,0.9,2.6,1.3,Matt Bonner
2010-11,30.0,SAS,NBA,PF,66.0,1432.0,13.5,0.617,0.62,0.116,5.0,14.2,9.7,6.2,0.9,1.0,6.5,13.4,3.0,1.4,4.4,0.147,1.7,0.2,1.9,1.4,Matt Bonner
2011-12,31.0,SAS,NBA,PF,65.0,1326.0,13.2,0.597,0.714,0.06,2.6,15.7,9.3,6.5,0.6,1.1,3.8,12.8,2.7,1.2,4.0,0.143,2.4,0.3,2.6,1.5,Matt Bonner
2012-13,32.0,SAS,NBA,PF,68.0,909.0,11.8,0.609,0.522,0.065,3.4,12.5,8.2,5.8,1.0,1.5,6.3,12.8,1.4,1.1,2.5,0.133,-0.2,0.4,0.2,0.5,Matt Bonner
2013-14,33.0,SAS,NBA,PF,61.0,690.0,11.2,0.582,0.598,0.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,0.8,1.0,1.8,0.123,0.0,1.1,1.0,0.5,Matt Bonner
2014-15,34.0,SAS,NBA,PF,72.0,935.0,10.1,0.536,0.548,0.161,3.6,10.2,7.0,7.1,0.5,1.0,4.3,12.5,1.3,0.9,2.1,0.11,-0.5,-0.2,-0.7,0.3,Matt Bonner
2015-16,35.0,SAS,NBA,C,30.0,206.0,14.1,0.647,0.596,0.07,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,0.4,0.3,0.8,0.181,1.2,1.0,2.2,0.2,Matt Bonner
2004-05,19.0,NYK,NBA,C,3.0,5.0,90.3,1.025,0.0,0.5,0.0,0.0,0.0,0.0,10.6,0.0,17.0,53.7,0.1,0.0,0.1,1.333,37.1,18.6,55.7,0.1,Jackie Butler
2005-06,20.0,NYK,NBA,C,55.0,740.0,14.8,0.587,0.0,0.358,10.9,19.3,15.0,6.1,1.2,3.4,19.9,19.0,0.7,0.6,1.2,0.078,-2.0,-0.8,-2.8,-0.2,Jackie Butler
2006-07,21.0,SAS,NBA,C,11.0,103.0,9.6,0.52,0.0,0.286,7.3,18.0,12.9,8.1,1.0,0.0,20.2,22.8,-0.1,0.2,0.1,0.047,-6.6,-1.8,-8.4,-0.2,Jackie Butler
2005-06,30.0,SAS,NBA,C,59.0,490.0,9.3,0.491,0.022,0.29,14.1,15.5,14.8,8.3,1.0,1.6,21.1,12.9,0.2,0.9,1.1,0.105,-4.3,1.1,-3.2,-0.2,Fabricio Oberto
