SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2004-05,24.0,TOR,NBA,C,82.0,0.0,18.9,3.0,5.6,0.533,0.5,1.1,0.424,2.5,4.5,0.561,0.576,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,Matt Bonner
2005-06,25.0,TOR,NBA,PF,78.0,6.0,21.9,2.7,6.0,0.448,1.3,3.1,0.42,1.4,2.9,0.478,0.557,0.8,1.0,0.829,1.1,2.5,3.6,0.7,0.6,0.4,0.4,2.8,7.5,Matt Bonner
2006-07,26.0,SAS,NBA,PF,56.0,0.0,11.7,1.9,4.2,0.447,0.6,1.7,0.383,1.3,2.6,0.49,0.523,0.5,0.7,0.711,1.1,1.6,2.8,0.4,0.3,0.2,0.4,1.2,4.9,Matt Bonner
2007-08,27.0,SAS,NBA,PF,68.0,3.0,12.5,1.8,4.3,0.416,0.7,2.0,0.336,1.1,2.3,0.487,0.495,0.6,0.6,0.864,0.8,2.0,2.8,0.5,0.2,0.3,0.6,1.6,4.8,Matt Bonner
2008-09,28.0,SAS,NBA,PF,81.0,67.0,23.8,3.3,6.6,0.496,1.5,3.3,0.44,1.8,3.3,0.552,0.606,0.2,0.3,0.739,1.2,3.6,4.8,1.0,0.6,0.3,0.5,2.3,8.2,Matt Bonner
2009-10,29.0,SAS,NBA,PF,65.0,8.0,17.9,2.6,5.7,0.446,1.4,3.6,0.39,1.2,2.2,0.539,0.567,0.5,0.7,0.729,0.8,2.5,3.3,1.0,0.5,0.4,0.6,1.7,7.0,Matt Bonner
2010-11,30.0,SAS,NBA,PF,66.0,1.0,21.7,2.6,5.6,0.464,1.6,3.5,0.457,1.0,2.1,0.475,0.605,0.5,0.7,0.744,0.9,2.7,3.6,0.9,0.4,0.3,0.4,1.7,7.3,Matt Bonner
2011-12,31.0,SAS,NBA,PF,65.0,2.0,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6,Matt Bonner
2012-13,32.0,SAS,NBA,PF,68.0,4.0,13.4,1.6,3.4,0.487,0.8,1.8,0.442,0.9,1.6,0.536,0.602,0.2,0.2,0.733,0.4,1.5,1.9,0.5,0.3,0.3,0.2,1.3,4.2,Matt Bonner
2013-14,33.0,SAS,NBA,PF,61.0,0.0,11.3,1.2,2.7,0.445,0.7,1.6,0.429,0.5,1.1,0.47,0.573,0.1,0.2,0.75,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,Matt Bonner
