SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2005-06,23.0,CHA,NBA,SF,36.0,564.0,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,0.2,0.3,0.4,0.037,-1.7,-1.7,-3.3,-0.2,Alan Anderson
2006-07,24.0,CHA,NBA,SG,17.0,256.0,10.1,0.538,0.247,0.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,0.0,0.1,0.1,0.024,-3.4,-1.1,-4.5,-0.2,Alan Anderson
2011-12,29.0,TOR,NBA,SF,17.0,461.0,8.7,0.519,0.43,0.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,0.1,0.2,0.3,0.032,-1.7,-1.3,-3.0,-0.1,Alan Anderson
2012-13,30.0,TOR,NBA,SF,65.0,1495.0,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052,-0.5,-1.3,-1.8,0.1,Alan Anderson
2013-14,31.0,BRK,NBA,SF,78.0,1773.0,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-1.8,-1.0,-2.8,-0.4,Alan Anderson
2014-15,32.0,BRK,NBA,SG,74.0,1744.0,10.6,0.563,0.477,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,-1.7,0.2,-1.5,0.2,Alan Anderson
2015-16,33.0,WAS,NBA,SG,13.0,192.0,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1.0,0.4,3.0,15.4,0.2,0.2,0.3,0.078,-2.4,0.1,-2.3,0.0,Alan Anderson
2016-17,34.0,LAC,NBA,SF,30.0,308.0,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,0.02,-4.2,-1.9,-6.1,-0.3,Alan Anderson
2005-06,20.0,NOK,NBA,PF,29.0,268.0,9.1,0.434,0.0,0.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,-0.2,0.3,0.1,0.013,-3.6,-1.4,-5.0,-0.2,Brandon Bass
2006-07,21.0,NOK,NBA,PF,21.0,162.0,7.2,0.411,0.023,0.364,9.1,21.9,15.3,2.8,0.7,1.5,16.4,17.2,-0.2,0.2,0.0,-0.011,-4.5,-1.1,-5.6,-0.1,Brandon Bass
2007-08,22.0,DAL,NBA,C,79.0,1557.0,15.9,0.564,0.008,0.4,9.2,16.3,12.9,6.1,0.8,2.3,12.4,19.8,2.4,1.9,4.3,0.132,-0.2,-0.2,-0.4,0.6,Brandon Bass
2008-09,23.0,DAL,NBA,C,81.0,1574.0,16.4,0.571,0.012,0.413,9.5,17.2,13.4,4.3,0.9,2.6,12.5,20.0,2.5,1.6,4.1,0.124,-0.7,-0.8,-1.5,0.2,Brandon Bass
2009-10,24.0,ORL,NBA,PF,50.0,648.0,16.5,0.556,0.0,0.27,10.0,12.6,11.3,5.1,1.0,3.1,10.6,20.9,1.0,1.0,2.0,0.147,-0.7,0.1,-0.6,0.2,Brandon Bass
2010-11,25.0,ORL,NBA,PF,76.0,1980.0,15.9,0.571,0.003,0.361,8.1,16.7,12.5,5.0,0.7,2.0,11.5,19.8,3.2,3.1,6.3,0.153,-0.3,0.5,0.2,1.1,Brandon Bass
2011-12,26.0,BOS,NBA,PF,59.0,1868.0,14.1,0.524,0.0,0.258,6.3,16.3,11.5,5.1,1.0,2.2,8.5,19.8,1.5,3.2,4.7,0.122,-1.3,0.3,-1.0,0.5,Brandon Bass
2012-13,27.0,BOS,NBA,PF,81.0,2239.0,12.3,0.535,0.003,0.255,7.0,15.2,11.2,6.0,1.0,2.3,10.9,15.5,2.0,2.7,4.7,0.101,-1.9,0.0,-1.9,0.1,Brandon Bass
2013-14,28.0,BOS,NBA,PF,82.0,2266.0,15.0,0.549,0.008,0.33,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,3.2,1.9,5.1,0.107,-0.6,-0.6,-1.1,0.5,Brandon Bass
2014-15,29.0,BOS,NBA,PF,82.0,1929.0,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,0.5,-0.5,0.0,1.0,Brandon Bass
2015-16,30.0,LAL,NBA,PF,66.0,1342.0,17.3,0.619,0.006,0.467,8.1,15.0,11.4,9.2,1.2,3.2,9.9,13.9,3.4,0.7,4.1,0.146,0.6,0.0,0.6,0.9,Brandon Bass
2016-17,31.0,LAC,NBA,PF,52.0,577.0,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,1.2,-0.8,0.4,0.4,Brandon Bass
2005-06,21.0,CHA,NBA,PG,80.0,2406.0,14.2,0.483,0.307,0.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,0.8,1.8,2.6,0.051,0.2,-0.8,-0.6,0.8,Raymond Felton
