SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
1991-92,22.0,GSW,NBA,C,80.0,28.0,1350.0,6.5,12.2,0.529,0.0,0.0,0.0,6.5,12.2,0.531,2.7,4.0,0.691,2.8,6.1,9.0,0.9,1.2,1.7,2.4,4.7,15.7,Victor Alexander
1992-93,23.0,GSW,NBA,C,72.0,59.0,1753.0,7.1,13.7,0.516,0.2,0.5,0.455,6.9,13.2,0.518,2.3,3.3,0.685,2.7,5.9,8.6,1.9,0.7,1.1,2.5,4.5,16.6,Victor Alexander
1993-94,24.0,GSW,NBA,C,69.0,39.0,1318.0,7.3,13.7,0.53,0.1,0.4,0.154,7.2,13.4,0.54,1.9,3.5,0.527,3.1,5.3,8.4,1.8,0.8,0.9,2.3,4.6,16.4,Victor Alexander
1994-95,25.0,GSW,NBA,C,50.0,29.0,1237.0,6.7,13.0,0.515,0.2,0.7,0.24,6.5,12.3,0.531,1.0,1.7,0.6,2.5,5.9,8.5,1.7,0.8,0.8,2.2,4.2,14.6,Victor Alexander
2001-02,32.0,DET,NBA,C,15.0,0.0,97.0,6.7,18.9,0.353,0.0,0.7,0.0,6.7,18.2,0.367,1.5,3.0,0.5,2.6,8.2,10.8,2.2,0.0,0.4,1.9,2.2,14.8,Victor Alexander
1999-00,25.0,ORL,NBA,PG,82.0,0.0,1626.0,7.0,16.4,0.424,1.3,3.6,0.35,5.7,12.8,0.445,2.1,2.9,0.729,0.4,2.3,2.8,6.8,1.2,0.1,3.1,3.0,17.3,Chucky Atkins
2000-01,26.0,DET,NBA,PG,81.0,75.0,2363.0,5.8,14.5,0.399,1.8,5.2,0.357,3.9,9.3,0.423,1.4,2.0,0.692,0.4,2.2,2.6,5.0,1.0,0.1,2.3,2.8,14.8,Chucky Atkins
2001-02,27.0,DET,NBA,PG,79.0,62.0,2285.0,5.8,12.4,0.466,2.2,5.3,0.411,3.6,7.2,0.507,1.3,1.9,0.692,0.5,2.0,2.5,4.1,1.1,0.2,2.0,2.8,15.1,Chucky Atkins
2002-03,28.0,DET,NBA,PG,65.0,7.0,1398.0,4.3,12.0,0.361,2.2,6.2,0.355,2.1,5.7,0.368,1.0,1.3,0.816,0.5,1.9,2.5,4.5,0.7,0.1,2.0,2.8,11.9,Chucky Atkins
2003-04,29.0,TOT,NBA,PG,64.0,24.0,1544.0,4.5,11.3,0.397,1.9,5.6,0.336,2.6,5.7,0.457,1.7,2.3,0.753,0.2,2.0,2.2,5.2,1.0,0.0,2.1,2.4,12.5,Chucky Atkins
2003-04,29.0,DET,NBA,PG,40.0,0.0,751.0,4.2,11.3,0.374,2.0,6.2,0.323,2.2,5.0,0.438,1.5,2.1,0.721,0.3,2.0,2.3,4.6,0.9,0.0,2.3,2.9,11.9,Chucky Atkins
2003-04,29.0,BOS,NBA,PG,24.0,24.0,793.0,4.7,11.3,0.418,1.8,5.0,0.351,3.0,6.3,0.471,1.9,2.5,0.778,0.1,1.9,2.0,5.8,1.2,0.0,2.0,1.9,13.1,Chucky Atkins
2004-05,30.0,LAL,NBA,PG,82.0,82.0,2903.0,4.8,11.3,0.426,2.2,5.6,0.387,2.6,5.6,0.466,2.0,2.5,0.803,0.4,2.1,2.4,4.4,0.9,0.0,1.9,2.2,13.8,Chucky Atkins
2005-06,31.0,TOT,NBA,"PG,SG",71.0,41.0,1713.0,4.7,12.0,0.394,2.0,5.8,0.354,2.7,6.3,0.431,2.7,3.4,0.791,0.5,2.0,2.5,4.2,0.9,0.0,1.8,3.2,14.2,Chucky Atkins
2005-06,31.0,WAS,NBA,SG,28.0,2.0,552.0,4.3,11.3,0.379,2.2,6.0,0.359,2.2,5.3,0.402,1.4,2.0,0.71,0.8,2.2,2.9,4.5,0.9,0.0,2.0,3.8,12.2,Chucky Atkins
2005-06,31.0,MEM,NBA,PG,43.0,39.0,1161.0,5.0,12.4,0.401,2.0,5.6,0.352,3.0,6.7,0.442,3.3,4.1,0.811,0.3,2.0,2.3,4.0,0.9,0.1,1.8,2.9,15.2,Chucky Atkins
2006-07,32.0,MEM,NBA,PG,75.0,23.0,2064.0,5.4,12.5,0.434,2.0,5.3,0.379,3.4,7.1,0.474,4.4,5.4,0.81,0.3,2.1,2.4,6.0,0.9,0.1,2.2,2.4,17.2,Chucky Atkins
2007-08,33.0,DEN,NBA,SG,24.0,0.0,352.0,4.3,12.5,0.344,2.6,8.1,0.316,1.7,4.4,0.395,0.4,0.9,0.444,0.3,2.9,3.2,4.8,0.9,0.1,1.0,2.8,11.6,Chucky Atkins
2008-09,34.0,TOT,NBA,PG,33.0,0.0,412.0,3.0,9.9,0.301,1.3,5.0,0.263,1.7,4.9,0.339,1.3,1.4,0.938,0.4,1.7,2.1,5.2,0.9,0.2,2.0,2.4,8.6,Chucky Atkins
2008-09,34.0,DEN,NBA,PG,14.0,0.0,115.0,2.8,8.5,0.333,1.6,5.3,0.294,1.3,3.1,0.4,1.3,1.3,1.0,0.0,1.9,1.9,8.8,0.6,0.3,3.1,1.6,8.5,Chucky Atkins
2008-09,34.0,OKC,NBA,PG,19.0,0.0,297.0,3.0,10.4,0.291,1.2,4.8,0.25,1.8,5.6,0.326,1.3,1.5,0.917,0.6,1.6,2.2,3.8,1.0,0.1,1.6,2.7,8.6,Chucky Atkins
2009-10,35.0,DET,NBA,PG,40.0,11.0,644.0,3.2,8.8,0.363,1.2,4.1,0.301,2.0,4.7,0.417,1.4,1.5,0.926,0.3,1.3,1.6,5.1,1.0,0.0,1.8,3.0,9.0,Chucky Atkins
1989-90,22.0,SEA,NBA,PG,81.0,25.0,1630.0,6.6,16.3,0.405,2.1,5.3,0.399,4.5,11.0,0.408,2.0,2.4,0.809,0.8,2.1,2.9,4.5,1.2,0.0,2.7,2.1,17.3,Dana Barros
1990-91,23.0,SEA,NBA,PG,66.0,0.0,750.0,7.4,14.9,0.495,1.5,3.9,0.395,5.9,11.0,0.53,3.7,4.1,0.918,0.8,2.6,3.4,5.3,1.1,0.0,2.6,1.9,20.1,Dana Barros
1991-92,24.0,SEA,NBA,PG,75.0,1.0,1331.0,6.4,13.3,0.483,2.2,5.0,0.446,4.2,8.3,0.505,1.6,2.1,0.759,0.5,1.7,2.2,3.4,1.4,0.1,1.5,2.3,16.7,Dana Barros
1992-93,25.0,SEA,NBA,PG,69.0,2.0,1243.0,6.2,13.7,0.451,1.9,4.9,0.379,4.3,8.8,0.492,1.4,1.7,0.831,0.5,2.6,3.1,4.4,1.8,0.1,1.7,2.3,15.7,Dana Barros
1993-94,26.0,PHI,NBA,PG,81.0,70.0,2519.0,5.9,12.5,0.469,1.9,5.1,0.381,4.0,7.5,0.529,1.7,2.1,0.8,0.4,2.4,2.8,6.1,1.5,0.1,2.4,1.4,15.4,Dana Barros
1994-95,27.0,PHI,NBA,PG,82.0,82.0,3318.0,6.2,12.6,0.49,2.1,4.6,0.464,4.1,8.0,0.505,3.8,4.2,0.899,0.3,2.7,3.0,6.7,1.6,0.0,2.6,1.7,18.3,Dana Barros
1995-96,28.0,BOS,NBA,PG,80.0,25.0,2328.0,5.9,12.5,0.47,2.3,5.7,0.408,3.5,6.8,0.523,2.0,2.3,0.884,0.3,2.6,3.0,4.7,0.9,0.0,1.9,1.8,16.1,Dana Barros
1996-97,29.0,BOS,NBA,PG,24.0,8.0,708.0,5.6,12.9,0.435,2.2,5.3,0.41,3.4,7.5,0.453,1.9,2.2,0.86,0.3,2.2,2.4,4.1,1.3,0.3,2.0,1.7,15.3,Dana Barros
1997-98,30.0,BOS,NBA,PG,80.0,15.0,1686.0,6.0,13.0,0.461,2.1,5.3,0.407,3.9,7.8,0.499,2.6,3.1,0.847,0.6,2.7,3.3,6.1,1.8,0.1,2.3,2.6,16.7,Dana Barros
1998-99,31.0,BOS,NBA,PG,50.0,16.0,1156.0,5.2,11.6,0.453,2.0,5.0,0.4,3.2,6.6,0.493,2.0,2.3,0.877,0.5,2.8,3.3,6.5,1.6,0.2,2.7,2.0,14.4,Dana Barros
1999-00,32.0,BOS,NBA,PG,72.0,0.0,1139.0,6.2,13.7,0.451,1.9,4.6,0.41,4.3,9.2,0.471,2.1,2.4,0.868,0.4,2.7,3.1,4.2,1.0,0.1,2.1,2.5,16.3,Dana Barros
2000-01,33.0,DET,NBA,PG,60.0,0.0,1079.0,6.1,13.7,0.444,1.5,3.5,0.419,4.6,10.2,0.453,2.3,2.7,0.85,0.2,2.9,3.1,3.7,1.0,0.1,2.0,2.1,15.9,Dana Barros
2001-02,34.0,DET,NBA,PG,29.0,20.0,582.0,4.6,11.9,0.385,1.5,4.4,0.338,3.1,7.5,0.413,1.3,1.7,0.778,0.1,3.5,3.5,4.8,0.9,0.1,2.0,2.3,11.9,Dana Barros
2003-04,36.0,BOS,NBA,SG,1.0,0.0,11.0,6.5,9.8,0.667,0.0,0.0,0.0,6.5,9.8,0.667,6.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,19.6,Dana Barros
1992-93,23.0,MIL,NBA,SG,47.0,0.0,552.0,5.0,13.4,0.369,1.4,4.1,0.333,3.6,9.3,0.385,2.2,3.2,0.673,0.7,2.2,2.8,4.4,2.3,0.2,2.7,3.7,13.4,Jon Barry
1993-94,24.0,MIL,NBA,SG,72.0,7.0,1242.0,4.6,11.1,0.414,0.9,3.3,0.278,3.7,7.7,0.472,2.8,3.5,0.795,1.0,3.2,4.2,4.9,3.0,0.5,2.4,3.2,12.9,Jon Barry
1994-95,25.0,MIL,NBA,SG,52.0,0.0,602.0,3.4,8.0,0.425,1.0,2.9,0.333,2.5,5.1,0.477,3.6,4.8,0.763,0.9,2.0,2.9,5.1,1.8,0.2,2.5,3.2,11.4,Jon Barry
1995-96,26.0,GSW,NBA,SG,68.0,0.0,712.0,4.6,9.4,0.492,2.2,4.7,0.473,2.4,4.7,0.511,1.6,1.9,0.838,0.9,2.3,3.2,4.3,1.7,0.6,2.1,2.6,13.0,Jon Barry
1996-97,27.0,ATL,NBA,SG,58.0,8.0,965.0,3.7,9.2,0.407,1.8,4.6,0.387,1.9,4.6,0.426,1.4,1.7,0.804,1.0,2.7,3.7,4.3,2.1,0.1,2.2,2.1,10.6,Jon Barry
1997-98,28.0,LAL,NBA,SG,49.0,1.0,374.0,3.7,10.0,0.365,1.7,5.9,0.295,1.9,4.1,0.465,2.6,2.8,0.931,0.8,2.8,3.6,4.9,2.3,0.3,2.1,3.2,11.6,Jon Barry
