SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2010-11,24.0,GSW,NBA,PF,23.0,0.0,196.0,4.2,9.9,0.426,0.0,0.0,0.0,4.2,9.9,0.426,2.0,3.5,0.579,4.2,6.4,10.7,1.8,0.7,0.9,1.7,5.1,10.5,Jeff Adrien
2011-12,25.0,HOU,NBA,PF,8.0,0.0,63.0,4.0,9.1,0.438,0.0,0.0,0.0,4.0,9.1,0.438,4.0,6.9,0.583,2.9,9.7,12.6,0.6,0.0,1.1,1.1,7.4,12.0,Jeff Adrien
2012-13,26.0,CHA,NBA,PF,52.0,5.0,713.0,3.6,8.5,0.429,0.0,0.1,0.0,3.6,8.4,0.434,3.3,5.0,0.65,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4.0,10.6,Jeff Adrien
2013-14,27.0,TOT,NBA,PF,53.0,12.0,961.0,5.4,10.3,0.52,0.0,0.0,0.0,5.4,10.3,0.52,2.8,4.5,0.639,3.8,7.6,11.5,1.4,0.9,1.3,1.5,4.0,13.6,Jeff Adrien
2013-14,27.0,CHA,NBA,PF,25.0,0.0,256.0,3.1,5.6,0.55,0.0,0.0,0.0,3.1,5.6,0.55,1.8,3.5,0.52,4.6,7.7,12.4,1.0,1.0,2.1,1.1,4.9,8.0,Jeff Adrien
2013-14,27.0,MIL,NBA,PF,28.0,12.0,705.0,6.2,12.0,0.515,0.0,0.0,0.0,6.2,12.0,0.515,3.2,4.8,0.67,3.5,7.6,11.1,1.6,0.9,1.1,1.6,3.7,15.6,Jeff Adrien
2014-15,28.0,MIN,NBA,PF,17.0,0.0,215.0,3.2,7.4,0.432,0.0,0.0,0.0,3.2,7.4,0.432,3.7,6.4,0.579,3.9,9.0,12.9,2.5,0.7,1.5,1.5,5.0,10.0,Jeff Adrien
2011-12,19.0,CHA,NBA,C,63.0,41.0,1455.0,3.2,6.9,0.464,0.0,0.0,0.0,3.2,6.9,0.464,1.7,3.5,0.483,2.8,6.3,9.1,0.7,0.5,2.8,1.8,3.6,8.1,Bismack Biyombo
2012-13,20.0,CHA,NBA,C,80.0,65.0,2186.0,2.6,5.7,0.451,0.0,0.0,0.0,2.6,5.7,0.451,1.2,2.3,0.521,3.2,6.4,9.6,0.6,0.5,2.4,1.4,3.2,6.4,Bismack Biyombo
2013-14,21.0,CHA,NBA,C,77.0,9.0,1072.0,3.0,4.8,0.611,0.0,0.0,0.0,3.0,4.8,0.611,1.5,3.0,0.517,3.5,8.8,12.3,0.3,0.2,2.9,1.3,4.2,7.5,Bismack Biyombo
2014-15,22.0,CHO,NBA,C,64.0,21.0,1243.0,2.9,5.4,0.543,0.0,0.0,0.0,2.9,5.4,0.543,3.0,5.1,0.583,4.6,7.2,11.8,0.5,0.5,2.9,1.5,4.1,8.8,Bismack Biyombo
2015-16,23.0,TOR,NBA,C,82.0,22.0,1808.0,3.1,5.7,0.542,0.0,0.0,0.0,3.1,5.7,0.544,2.8,4.5,0.628,3.6,9.4,13.0,0.6,0.4,2.6,1.4,4.5,9.0,Bismack Biyombo
2016-17,24.0,ORL,NBA,C,81.0,27.0,1793.0,3.6,6.8,0.528,0.0,0.0,0.0,3.6,6.8,0.528,2.5,4.7,0.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7,Bismack Biyombo
2017-18,25.0,ORL,NBA,C,82.0,25.0,1495.0,4.4,8.5,0.52,0.0,0.0,0.0,4.4,8.5,0.521,2.5,3.8,0.65,3.5,7.8,11.3,1.6,0.5,2.3,2.0,3.8,11.3,Bismack Biyombo
2018-19,26.0,CHO,NBA,C,54.0,32.0,783.0,4.1,7.2,0.571,0.0,0.0,0.0,4.1,7.2,0.571,2.7,4.2,0.637,3.7,7.6,11.4,1.5,0.5,1.9,1.6,4.7,10.9,Bismack Biyombo
2019-20,27.0,CHO,NBA,C,53.0,29.0,1029.0,5.3,9.7,0.543,0.0,0.0,0.0,5.3,9.7,0.543,3.2,5.3,0.603,4.2,6.6,10.8,1.7,0.3,1.7,1.7,4.1,13.7,Bismack Biyombo
2020-21,28.0,CHO,NBA,C,66.0,36.0,1349.0,3.8,6.5,0.587,0.0,0.0,0.0,3.8,6.4,0.589,1.3,2.8,0.448,3.7,5.6,9.3,2.2,0.5,2.0,1.9,3.8,8.8,Bismack Biyombo
2021-22,29.0,PHO,NBA,C,36.0,3.0,506.0,6.1,10.3,0.593,0.0,0.0,0.0,6.1,10.3,0.593,2.7,5.1,0.535,4.5,7.4,11.9,1.6,0.9,1.8,1.8,5.0,14.9,Bismack Biyombo
2022-23,30.0,PHO,NBA,C,61.0,14.0,874.0,4.9,8.5,0.578,0.0,0.0,0.0,4.9,8.5,0.578,1.0,2.9,0.357,3.7,7.0,10.7,2.3,0.7,3.6,2.1,4.7,10.8,Bismack Biyombo
2009-10,22.0,CHA,NBA,SG,43.0,0.0,355.0,3.8,10.5,0.356,0.4,1.9,0.211,3.3,8.6,0.388,3.5,4.8,0.745,1.5,4.1,5.6,1.3,1.0,0.9,1.4,2.5,11.5,Gerald Henderson
2010-11,23.0,CHA,NBA,SG,68.0,30.0,1661.0,5.6,12.4,0.454,0.2,0.8,0.194,5.5,11.6,0.472,2.8,3.5,0.785,1.1,3.4,4.5,2.2,1.1,0.7,1.4,2.6,14.2,Gerald Henderson
