# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
7.0,0.0,0.222,0.24,0.329,1.0,0.21,0.0,0.0,0.048,0.676,0.4,0.309,0.848,0.473,0.6,0.0,0.0,0.0,22.0,0.0,10.8,0.473,41.0,NBA,624.0,PF,2011-12,PHI,Lavoy Allen
16.0,0.0,0.275,0.165,0.335,0.998,0.222,0.002,1.0,0.037,0.664,0.36,0.342,0.743,0.455,0.436,0.0,0.0,0.0,23.0,0.0,10.1,0.454,79.0,NBA,1669.0,C,2012-13,PHI,Lavoy Allen
6.0,0.0,0.29,0.14,0.257,0.957,0.27,0.043,0.0,0.02,0.563,0.286,0.364,0.697,0.46,0.531,1.0,0.154,0.0,24.0,0.0,9.7,0.447,65.0,NBA,1072.0,PF,2013-14,TOT,Lavoy Allen
6.0,0.0,0.282,0.132,0.271,0.951,0.267,0.049,0.0,0.023,0.547,0.286,0.361,0.678,0.455,0.535,1.0,0.154,0.0,24.0,0.0,10.0,0.44,51.0,NBA,960.0,PF,2013-14,PHI,Lavoy Allen
0.0,0.0,0.353,0.206,0.147,1.0,0.294,0.0,0.0,0.0,0.667,0.286,0.4,0.824,0.5,0.5,0.0,0.0,0.0,24.0,0.0,7.7,0.5,14.0,NBA,112.0,PF,2013-14,IND,Lavoy Allen
8.0,0.0,0.314,0.09,0.378,1.0,0.217,0.0,0.0,0.03,0.702,0.259,0.372,0.674,0.472,0.4,0.0,0.0,0.0,25.0,0.0,9.8,0.472,63.0,NBA,1070.0,C,2014-15,IND,Lavoy Allen
28.0,0.0,0.381,0.103,0.243,1.0,0.273,0.0,0.0,0.081,0.709,0.289,0.389,0.691,0.516,0.446,0.0,0.0,0.0,26.0,0.0,7.6,0.516,79.0,NBA,1599.0,PF,2015-16,IND,Lavoy Allen
4.0,0.0,0.357,0.06,0.321,0.994,0.256,0.006,0.0,0.03,0.583,0.2,0.37,0.74,0.461,0.465,0.0,0.0,0.0,27.0,0.0,8.9,0.458,61.0,NBA,871.0,PF,2016-17,IND,Lavoy Allen
0.0,0.0,0.125,0.0,0.313,0.688,0.25,0.313,0.2,0.0,0.5,0.0,0.6,0.75,0.364,0.0,0.0,0.0,0.0,23.0,0.0,15.9,0.25,3.0,NBA,33.0,PF,2010-11,PHI,Craig Brackins
0.0,0.0,0.121,0.182,0.364,0.727,0.061,0.273,0.222,0.0,0.75,0.167,0.167,0.667,0.25,0.0,1.0,0.333,1.0,24.0,0.0,17.0,0.273,14.0,NBA,88.0,PF,2011-12,PHI,Craig Brackins
