SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2018-19,20.0,PHO,NBA,C,71.0,70.0,2183.0,8.4,14.3,0.585,0.0,0.1,0.0,8.4,14.3,0.588,2.3,3.1,0.746,3.7,8.3,12.0,2.1,1.0,1.1,2.1,3.4,19.1,Deandre Ayton
2019-20,21.0,PHO,NBA,C,38.0,32.0,1236.0,9.0,16.5,0.546,0.1,0.4,0.231,8.9,16.2,0.553,2.0,2.6,0.753,4.3,8.4,12.7,2.1,0.8,1.7,2.3,3.4,20.1,Deandre Ayton
2020-21,22.0,PHO,NBA,C,69.0,69.0,2115.0,7.3,11.7,0.626,0.1,0.3,0.2,7.3,11.4,0.639,2.3,2.9,0.769,3.9,8.5,12.4,1.7,0.7,1.4,1.8,3.3,17.0,Deandre Ayton
2021-22,23.0,PHO,NBA,C,58.0,58.0,1713.0,9.3,14.6,0.634,0.1,0.4,0.368,9.1,14.2,0.642,2.2,3.0,0.746,3.1,9.3,12.5,1.8,0.8,0.8,1.9,3.0,21.0,Deandre Ayton
2022-23,24.0,PHO,NBA,C,67.0,67.0,2035.0,9.2,15.7,0.589,0.1,0.4,0.292,9.1,15.3,0.597,2.7,3.5,0.76,3.0,8.8,11.8,2.0,0.7,0.9,2.1,3.4,21.3,Deandre Ayton
2012-13,26.0,SAS,NBA,C,16.0,0.0,141.0,4.6,9.2,0.5,0.0,0.3,0.0,4.6,8.9,0.514,1.8,3.1,0.583,3.1,5.1,8.2,1.3,0.3,1.5,2.8,5.9,11.0,Aron Baynes
2013-14,27.0,SAS,NBA,C,53.0,4.0,491.0,5.2,12.0,0.436,0.0,0.0,0.0,5.2,12.0,0.436,1.4,1.5,0.905,4.2,6.5,10.6,2.5,0.1,0.4,2.6,5.6,11.8,Aron Baynes
2014-15,28.0,SAS,NBA,C,70.0,17.0,1122.0,5.9,10.5,0.566,0.0,0.1,0.25,5.9,10.4,0.57,2.9,3.3,0.865,3.5,6.7,10.2,1.1,0.5,0.7,2.1,5.2,14.8,Aron Baynes
2015-16,29.0,DET,NBA,C,81.0,1.0,1233.0,5.7,11.2,0.505,0.0,0.1,0.0,5.7,11.2,0.508,3.7,4.8,0.764,4.1,7.1,11.2,1.5,0.6,1.5,2.0,4.4,15.0,Aron Baynes
2016-17,30.0,DET,NBA,C,75.0,2.0,1163.0,4.4,8.6,0.513,0.0,0.0,0.0,4.4,8.6,0.513,2.4,2.9,0.84,3.4,6.9,10.3,1.0,0.5,1.2,1.5,5.1,11.3,Aron Baynes
2017-18,31.0,BOS,NBA,C,81.0,67.0,1485.0,5.1,10.8,0.471,0.1,0.5,0.143,5.0,10.3,0.487,1.4,1.9,0.756,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,Aron Baynes
2018-19,32.0,BOS,NBA,C,51.0,18.0,821.0,4.6,9.8,0.471,0.9,2.7,0.344,3.7,7.1,0.519,2.3,2.7,0.855,3.9,6.7,10.5,2.5,0.5,1.5,1.8,5.5,12.5,Aron Baynes
2019-20,33.0,PHO,NBA,C,42.0,28.0,934.0,7.1,14.7,0.48,2.3,6.5,0.351,4.8,8.2,0.582,2.2,2.9,0.747,2.7,6.4,9.1,2.6,0.4,0.9,1.9,5.4,18.5,Aron Baynes
2020-21,34.0,TOR,NBA,C,53.0,31.0,980.0,4.9,11.2,0.441,1.0,3.8,0.262,3.9,7.4,0.532,1.1,1.5,0.707,3.2,6.8,10.0,1.7,0.6,0.8,1.7,4.4,11.9,Aron Baynes
2018-19,23.0,PHI,NBA,PF,44.0,10.0,639.0,4.5,9.1,0.494,1.9,5.4,0.354,2.6,3.7,0.697,0.7,1.5,0.481,2.6,6.6,9.3,2.3,1.0,2.2,2.0,5.6,11.7,Jonah Bolden
2019-20,24.0,TOT,NBA,C,7.0,0.0,47.0,3.1,8.4,0.364,0.0,3.1,0.0,3.1,5.4,0.571,1.5,3.1,0.5,2.3,4.6,6.9,0.0,2.3,1.5,1.5,7.7,7.7,Jonah Bolden
2019-20,24.0,PHI,NBA,C,4.0,0.0,14.0,5.1,7.7,0.667,0.0,2.6,0.0,5.1,5.1,1.0,0.0,5.1,0.0,0.0,2.6,2.6,0.0,2.6,0.0,5.1,10.3,10.3,Jonah Bolden
2019-20,24.0,PHO,NBA,C,3.0,0.0,33.0,2.2,8.7,0.25,0.0,3.3,0.0,2.2,5.5,0.4,2.2,2.2,1.0,3.3,5.5,8.7,0.0,2.2,2.2,0.0,6.5,6.5,Jonah Bolden
2015-16,19.0,PHO,NBA,SG,76.0,51.0,2108.0,6.3,14.8,0.423,1.7,4.9,0.343,4.6,9.9,0.464,3.7,4.4,0.84,0.5,2.7,3.2,3.4,0.8,0.3,2.7,3.8,17.9,Devin Booker
2016-17,20.0,PHO,NBA,SG,78.0,78.0,2730.0,8.0,18.9,0.423,1.9,5.3,0.363,6.1,13.5,0.447,4.8,5.8,0.832,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8,Devin Booker
2017-18,21.0,PHO,NBA,SG,54.0,54.0,1865.0,8.8,20.3,0.432,2.8,7.4,0.383,5.9,12.9,0.46,5.6,6.4,0.878,0.5,4.2,4.7,4.9,0.9,0.3,3.7,3.2,26.0,Devin Booker
2018-19,22.0,PHO,NBA,SG,64.0,64.0,2242.0,9.4,20.2,0.467,2.2,6.6,0.326,7.2,13.5,0.536,6.3,7.3,0.866,0.6,3.6,4.3,7.0,0.9,0.2,4.2,3.2,27.3,Devin Booker
2019-20,23.0,PHO,NBA,SG,70.0,70.0,2512.0,9.0,18.4,0.489,2.0,5.7,0.354,7.0,12.7,0.549,6.7,7.3,0.919,0.4,3.8,4.3,6.5,0.7,0.3,3.8,3.1,26.7,Devin Booker
2020-21,24.0,PHO,NBA,SG,67.0,67.0,2270.0,9.9,20.4,0.484,2.0,5.9,0.34,7.9,14.5,0.543,5.4,6.2,0.867,0.5,3.9,4.5,4.6,0.8,0.3,3.3,2.9,27.2,Devin Booker
2021-22,25.0,PHO,NBA,SG,68.0,68.0,2345.0,10.2,21.8,0.466,2.8,7.3,0.383,7.4,14.5,0.508,4.8,5.6,0.868,0.7,4.6,5.3,5.1,1.2,0.4,2.5,2.8,28.0,Devin Booker
2022-23,26.0,PHO,NBA,SG,53.0,53.0,1835.0,10.3,20.9,0.494,2.2,6.2,0.351,8.2,14.7,0.554,6.0,7.0,0.855,0.9,3.8,4.7,5.7,1.0,0.4,2.8,3.1,28.9,Devin Booker
2018-19,22.0,PHO,NBA,SF,82.0,56.0,2417.0,3.6,8.4,0.43,1.6,4.7,0.335,2.0,3.7,0.548,1.4,1.8,0.805,0.8,3.1,3.9,2.6,1.9,0.6,1.0,3.0,10.2,Mikal Bridges
2019-20,23.0,PHO,NBA,SF,73.0,32.0,2042.0,4.4,8.5,0.51,1.2,3.4,0.361,3.1,5.1,0.61,1.8,2.2,0.844,1.2,4.0,5.1,2.3,1.8,0.8,1.3,2.9,11.8,Mikal Bridges
2020-21,24.0,PHO,NBA,SF,72.0,72.0,2348.0,5.6,10.3,0.543,2.1,4.8,0.425,3.5,5.4,0.647,1.7,2.0,0.84,1.2,3.6,4.7,2.3,1.2,1.0,0.9,1.8,14.9,Mikal Bridges
2021-22,25.0,PHO,NBA,SF,82.0,82.0,2854.0,5.8,10.8,0.534,1.5,3.9,0.369,4.3,6.9,0.628,1.7,2.0,0.834,0.9,3.4,4.4,2.3,1.2,0.5,0.9,1.9,14.7,Mikal Bridges
2022-23,26.0,TOT,NBA,"SF,SG",83.0,83.0,2963.0,7.2,15.4,0.468,2.1,5.4,0.382,5.2,10.0,0.514,3.8,4.3,0.895,1.0,3.5,4.4,3.3,1.1,0.7,1.5,1.9,20.3,Mikal Bridges
2022-23,26.0,PHO,NBA,SF,56.0,56.0,2040.0,6.2,13.5,0.463,1.8,4.6,0.387,4.5,8.9,0.503,2.8,3.1,0.897,1.0,3.3,4.3,3.5,1.1,0.8,1.4,2.0,17.0,Mikal Bridges
2022-23,26.0,BRK,NBA,SG,27.0,27.0,923.0,9.3,19.6,0.475,2.7,7.1,0.376,6.7,12.6,0.531,6.2,7.0,0.894,0.9,3.8,4.7,2.8,1.0,0.6,1.9,1.7,27.5,Mikal Bridges
2018-19,23.0,MEM,NBA,PG,39.0,3.0,577.0,3.5,11.5,0.303,2.1,6.4,0.333,1.4,5.2,0.265,1.6,2.0,0.813,0.9,3.2,4.1,4.3,1.6,0.7,2.1,3.4,10.7,Jevon Carter
