# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
3.0,0.0,0.18,0.232,0.391,0.92,0.117,0.08,0.174,0.005,0.505,0.346,0.438,0.581,0.421,0.388,0.588,0.37,0.125,23.0,0.0,13.6,0.417,65.0,NBA,1382.0,PG,2000-01,TOT,Courtney Alexander
0.0,0.0,0.242,0.298,0.315,0.944,0.09,0.056,0.2,0.0,0.465,0.264,0.375,0.627,0.351,0.25,0.667,0.3,0.0,23.0,0.0,12.3,0.348,38.0,NBA,472.0,PG,2000-01,DAL,Courtney Alexander
3.0,0.0,0.152,0.203,0.425,0.909,0.129,0.091,0.167,0.008,0.533,0.4,0.458,0.564,0.454,0.431,0.571,0.389,0.167,23.0,0.0,14.2,0.448,27.0,NBA,910.0,PG,2000-01,WAS,Courtney Alexander
20.0,0.0,0.19,0.278,0.367,0.962,0.127,0.038,0.222,0.042,0.689,0.47,0.443,0.642,0.478,0.283,0.8,0.278,0.25,24.0,0.0,12.6,0.47,56.0,NBA,1325.0,SG,2001-02,WAS,Courtney Alexander
9.0,0.0,0.25,0.234,0.36,0.887,0.044,0.113,0.404,0.02,0.484,0.347,0.363,0.747,0.388,0.273,1.0,0.333,0.478,25.0,0.0,13.1,0.382,66.0,NBA,1360.0,PG,2002-03,NOH,Courtney Alexander
6.0,0.0,0.239,0.239,0.065,1.0,0.457,0.0,0.0,0.13,0.818,0.091,0.0,0.5,0.348,0.286,0.0,0.0,0.0,23.0,0.0,7.4,0.348,11.0,NBA,143.0,C,1999-00,WAS,Calvin Booth
17.0,0.0,0.373,0.266,0.115,1.0,0.246,0.0,0.0,0.083,0.628,0.373,0.448,0.667,0.476,0.371,0.0,0.0,0.0,24.0,0.0,7.3,0.476,55.0,NBA,933.0,C,2000-01,TOT,Calvin Booth
13.0,0.0,0.375,0.274,0.119,1.0,0.232,0.0,0.0,0.095,0.619,0.348,0.4,0.635,0.44,0.282,0.0,0.0,0.0,24.0,0.0,7.4,0.44,40.0,NBA,640.0,C,2000-01,WAS,Calvin Booth
4.0,0.0,0.369,0.25,0.107,1.0,0.274,0.0,0.0,0.06,0.645,0.429,0.556,0.717,0.548,0.522,0.0,0.0,0.0,24.0,0.0,7.1,0.548,15.0,NBA,293.0,C,2000-01,DAL,Calvin Booth
1.0,0.0,0.195,0.256,0.378,1.0,0.171,0.0,0.0,0.024,0.5,0.286,0.516,0.771,0.427,0.357,0.0,0.0,0.0,25.0,0.0,11.5,0.427,15.0,NBA,279.0,C,2001-02,SEA,Calvin Booth
